ID_Agente,ID_Caso,Agente,Atributo,Género,Calidad,Labor,Relación_crímenes,Conteo_mínimo,Tipo_Institución,Doble_Atributo,RCDA,Proceso,
IDA4926,2177,Persona,Víctima,Hombre,Sin especificar,Eclesiástico,2177A,,null,,,,
IDA4927,2178,Persona,Perpetrador,Hombre,Sin especificar,Sin especificar,2178A,,null,,,,
IDA4928,2178,Persona,Víctima,Hombre,Sin especificar,Sin especificar,2178A,,null,,,,
IDA4929,2179,Persona,Perpetrador,Hombre,Sin especificar,Sin especificar,2179A,,null,,,,
IDA4930,2180,Persona,Perpetrador,Hombre,Sin especificar,Sin especificar,"2180A, 2180B",,null,,,,
IDA4931,2180,Persona,Perpetrador,Hombre,Sin especificar,Sin especificar,"2180A, 2180B",,null,,,,
IDA4932,2180,Persona,Víctima,Hombre,Sin especificar,Sin especificar,"2180A, 2180B",,null,,,,
IDA4933,2181,Persona,Perpetrador,Hombre,Sin especificar,Sin especificar,2181A,,null,,,,
IDA4934,2181,Persona,Perpetrador,Mujer,Sin especificar,Sin especificar,2181A,,null,,,,
IDA4935,2182,Persona,Perpetrador,Hombre,Sin especificar,Sin especificar,2182A,,null,,,,
IDA4936,2182,Persona,Víctima,Hombre,Sin especificar,Sin especificar,2182A,,null,,,,
IDA4937,2182,Persona,Víctima,Hombre,Sin especificar,Sin especificar,2182A,,null,,,,
IDA4938,2183,Persona,Perpetrador,Hombre,Sin especificar,Sin especificar,2183A,,null,,,,
IDA4939,2183,Persona,Víctima,Hombre,Sin especificar,Sin especificar,2183A,,null,,,,
IDA4940,2185,Persona,Perpetrador,Hombre,Sin especificar,Sin especificar,2185A,,null,,,,
IDA4941,2185,Persona,Víctima,Hombre,Sin especificar,Político del Estado,2185A,,null,,,,
IDA4942,2186,Persona,Perpetrador,Hombre,Sin especificar,Sin especificar,2186A,,null,,,,
IDA4943,2186,Persona,Víctima,Hombre,Sin especificar,Sin especificar,2186A,,null,,,,
IDA4944,2187,Persona,Perpetrador,Hombre,Sin especificar,Político del Estado,2187A,,null,,,,
IDA4945,2187,Persona,Víctima,Hombre,Sin especificar,Sin especificar,2187A,,null,,,,
IDA4946,2188,Persona,Perpetrador,Mujer,Sin especificar,Sin especificar,2188A,,null,,,,
IDA4947,2188,Institución,Víctima,null,null,null,2188A,,La justicia/jueces,,,,
IDA4948,2189,Persona,Perpetrador,Hombre,Sin especificar,Sin especificar,2189A,,null,,,,
IDA4949,2189,Persona,Víctima,Hombre,Sin especificar,Sin especificar,2189A,,null,,,,
IDA4950,2190,Persona,Perpetrador,Hombre,Sin especificar,Sin especificar,2190A,,null,,,,
IDA4951,2190,Persona,Víctima,Mujer,Sin especificar,Sin especificar,2190A,,null,,,,
IDA4952,2191,Persona,Perpetrador,Hombre,Sin especificar,Sin especificar,2191A,,null,,,,
IDA4953,2191,Persona,Perpetrador,Mujer,Sin especificar,Sin especificar,2191A,,null,,,,
IDA4954,2191,Persona,Perpetrador,Mujer,Sin especificar,Sin especificar,2191D,,null,,,,
IDA4955,2191,Persona,Perpetrador,Mujer,Sin especificar,Sin especificar,2191D,,null,,,,
IDA4956,2191,Persona,Perpetrador,Hombre,Sin especificar,Sin especificar,2191A,,null,,,,
IDA4957,2191,Persona,Perpetrador,Mujer,Sin especificar,Sin especificar,2191A,,null,,,,
IDA4958,2192,Persona,Perpetrador,Hombre,Esclavo,Sin especificar,2192A,,null,,,,
IDA4959,2192,Persona,Víctima,Indeterminado,Indeterminado,Indeterminado,2192A,1,null,,,,
IDA4960,2192,Persona,Perpetrador,Hombre,Esclavo,Sin especificar,2192A,,null,,,,
IDA4961,2193,Persona,Perpetrador,Hombre,Sin especificar,Sin especificar,2193A,,null,,,,
IDA4962,2193,Persona,Víctima,Hombre,Sin especificar,Sin especificar,2193A,,null,,,,
IDA4963,2193,Persona,Víctima,Hombre,Sin especificar,Sin especificar,2193A,,null,,,,
IDA4964,2194,Persona,Perpetrador,Hombre,Sin especificar,Político del Estado,"2194A, 2194B",,null,,,,
IDA4965,2196,Persona,Perpetrador,Hombre,Sin especificar,Sin especificar,2196A,,null,,,,
IDA4966,2196,Persona,Perpetrador,Mujer,Sin especificar,Sirviente/lacayo,2196A,,null,,,,
IDA4967,2197,Persona,Perpetrador,Hombre,Sin especificar,Sin especificar,"2197A, 2197B",,null,,,,
IDA4968,2197,Persona,Perpetrador,Mujer,Sin especificar,Sin especificar,"2197A, 2197B",,null,,,,
IDA4969,2197,Persona,Víctima,Mujer,Sin especificar,Sin especificar,2197B,,null,,,,
IDA4970,2198,Persona,Perpetrador,Hombre,Sin especificar,Sin especificar,2198A,,null,,,,
IDA4971,2198,Persona,Perpetrador,Hombre,Sin especificar,Sin especificar,2198A,,null,,,,
IDA4972,2198,Persona,Víctima,Hombre,Sin especificar,Sin especificar,2198A,,null,,,,
IDA4973,2200,Persona,Perpetrador,Hombre,Sin especificar,Sin especificar,2200A,,null,,,,
IDA4974,2200,Persona,Víctima,Hombre,Sin especificar,Eclesiástico,2200A,,null,,,,
IDA4975,2202,Persona,Perpetrador,Hombre,Sin especificar,Sin especificar,2202A,,null,,,,
IDA4976,2202,Persona,Víctima,Indeterminado,Indeterminado,Indeterminado,2202A,1,null,,,,
IDA4977,2203,Persona,Perpetrador,Hombre,Sin especificar,Político del Estado,2203A,,null,,,,
IDA4978,2203,Persona,Perpetrador,Hombre,Sin especificar,Político del Estado,2203A,,null,,,,
IDA4979,2203,Institución,Víctima,null,null,null,2203A,,La autoridad,,,,
IDA4980,2204,Persona,Perpetrador,Hombre,Sin especificar,Sin especificar,2204A,,null,,,,
IDA4981,2204,Persona,Víctima,Hombre,Sin especificar,Político del Estado,2204A,,null,,,,
IDA4982,2205,Persona,Perpetrador,Hombre,Sin especificar,Sin especificar,2205A,,null,,,,
IDA4983,2205,Persona,Víctima,Hombre,Sin especificar,Político del Estado,2205A,,null,,,,
IDA4984,2206,Persona,Perpetrador,Hombre,Sin especificar,Político del Estado,2206A,,null,,,,
IDA4985,2211,Población Completa,Perpetrador,null,null,null,2211A,,null,,,,
IDA4986,2211,Persona,Víctima,Hombre,Sin especificar,Político del Estado,2211A,,null,,,,
IDA4987,2212,Persona,Perpetrador,Hombre,Sin especificar,Sin especificar,2212A,,null,,,,
IDA4988,2212,Institución,Víctima,null,null,null,2212A,,La justicia/jueces,,,,
IDA4989,2213,Persona,Perpetrador,Hombre,Sin especificar,Sin especificar,2213A,,null,,,,
IDA4990,2213,Persona,Perpetrador,Hombre,Sin especificar,Sin especificar,2213A,,null,,,,
IDA4991,2214,Persona,Perpetrador,Hombre,Sin especificar,Sin especificar,2214A,,null,,,,
IDA4992,2214,Persona,Víctima,Mujer,Sin especificar,Sin especificar,2214A,,null,,,,
IDA4993,2215,Persona,Perpetrador,Hombre,Sin especificar,Sin especificar,2215A,,null,,,,
IDA4994,2215,Persona,Perpetrador,Hombre,Sin especificar,Sin especificar,2215A,,null,,,,
IDA4995,2215,Persona,Víctima,Indeterminado,Indeterminado,Indeterminado,2215A,1,null,,,,
IDA4996,2216,Persona,Perpetrador,Hombre,Sin especificar,Sin especificar,2216A,,null,,,,
IDA4997,2216,Persona,Víctima,Hombre,Sin especificar,Sin especificar,2216A,,null,,,,
IDA4998,2217,Persona,Perpetrador,Hombre,Sin especificar,Sin especificar,"2217A, 2217B",,null,,,,
IDA4999,2217,Persona,Víctima,Mujer,Sin especificar,Sin especificar,"2217A, 2217B",,null,,,,
IDA5000,2217,Persona,Víctima,Mujer,Sin especificar,Sin especificar,2217B,,null,,,,
IDA5001,2218,Persona,Perpetrador,Hombre,Sin especificar,Sin especificar,2218A,,null,,,,
IDA5002,2219,Persona,Perpetrador,Hombre,Sin especificar,Sin especificar,2219A,,null,,,,
IDA5003,2219,Persona,Víctima,Hombre,Sin especificar,Sin especificar,2219A,,null,,,,
IDA5004,2220,Persona,Perpetrador,Mujer,Sin especificar,Sin especificar,2220A,,null,,,,
IDA5005,2220,Persona,Víctima,Mujer,Sin especificar,Sin especificar,2220A,,null,,,,
IDA5006,2221,Persona,Perpetrador,Hombre,Sin especificar,Sin especificar,2221A,,null,,,,
IDA5007,2221,Persona,Perpetrador,Hombre,Sin especificar,Sin especificar,2221A,,null,,,,
IDA5008,2222,Persona,Perpetrador,Hombre,Sin especificar,Sin especificar,2222A,,null,,,,
IDA5009,2222,Persona,Víctima,Indeterminado,Indeterminado,Indeterminado,2222A,1,null,,,,
IDA5010,2223,Persona,Perpetrador,Hombre,Sin especificar,Sin especificar,2223A,,null,,1,,
IDA5011,2223,Persona,Víctima,Hombre,Sin especificar,Sin especificar,"2223A, 2223B, 2223C",,null,,1,,
IDA5012,2223,Persona,Perpetrador,Hombre,Sin especificar,Político del Estado,"2223B, 2223C",,null,,1,,
IDA5013,2224,Persona,Perpetrador,Hombre,Sin especificar,Sin especificar,"2224A, 2224B, 2224C",,null,,,,
IDA5014,2224,Persona,Víctima,Mujer,Indígenas,Sin especificar,"2224A, 2224B",,null,,,,
IDA5015,2224,Persona,Perpetrador,Mujer,Indígenas,Sin especificar,2224C,,null,,,,
IDA5016,2224,Persona,Perpetrador,Mujer,Indígenas,Sin especificar,2224C,,null,,,,
IDA5017,2224,Persona,Perpetrador,Hombre,Sin especificar,Sin especificar,"2224B, 2224C, 2224A",,null,,,,
IDA5018,2224,Persona,Víctima,Mujer,Indígenas,Sin especificar,"2224B, 2224A",,null,,,,
IDA5019,2224,Persona,Perpetrador,Mujer,Indígenas,Sin especificar,2224C,,null,,,,
IDA5020,2224,Persona,Perpetrador,Mujer,Indígenas,Sin especificar,2224C,,null,,,,
IDA5021,2225,Persona,Perpetrador,Hombre,Sin especificar,Sin especificar,2225A,,null,,,,
IDA5022,2225,Persona,Víctima,Hombre,Sin especificar,Sin especificar,2225A,,null,,,,
IDA5023,2226,Persona,Perpetrador,Hombre,Sin especificar,Sin especificar,2226A,,null,,,,
IDA5024,2226,Persona,Víctima,Indeterminado,Indeterminado,Indeterminado,2226A,1,null,,,,
IDA5025,2227,Persona,Perpetrador,Hombre,Sin especificar,Sin especificar,2227A,,null,,,,
IDA5026,2227,Persona,Víctima,Indeterminado,Indeterminado,Indeterminado,2227A,1,null,,,,
IDA5027,2227,Persona,Perpetrador,Mujer,Sin especificar,Sin especificar,2227A,,null,,,,
IDA5028,2228,Persona,Perpetrador,Hombre,Sin especificar,Sin especificar,2228A,,null,,,,
IDA5029,2228,Persona,Víctima,Mujer,Sin especificar,Sin especificar,2228A,,null,,,,
IDA5030,2229,Persona,Perpetrador,Mujer,Sin especificar,Sin especificar,2229A,,null,,,,
IDA5031,2229,Persona,Víctima,Hombre,Sin especificar,Sin especificar,2229A,,null,,,,
IDA5032,2230,Persona,Perpetrador,Mujer,Sin especificar,Sin especificar,2230A,,null,,,,
IDA5033,2230,Persona,Víctima,Mujer,Sin especificar,Sin especificar,2230A,,null,,,,
IDA5034,2232,Persona,Perpetrador,Hombre,Sin especificar,Sin especificar,2232A,,null,,,,
IDA5035,2232,Persona,Perpetrador,Hombre,Sin especificar,Sin especificar,2232A,,null,,,,
IDA5036,2234,Persona,Perpetrador,Hombre,Sin especificar,Sin especificar,2234A,,null,,,,
IDA5037,2234,Persona,Víctima,Mujer,Sin especificar,Sin especificar,2234A,,null,,,,
IDA5038,2235,Persona,Perpetrador,Hombre,Sin especificar,Político del Estado,2235A,,null,,,,
IDA5039,2235,Persona,Perpetrador,Mujer,Sin especificar,Sin especificar,2235A,,null,,,,
IDA5040,2235,Persona,Perpetrador,Mujer,Sin especificar,Sin especificar,2235B,,null,,,,
IDA5041,2235,Persona,Víctima,Hombre,Sin especificar,Sin especificar,2235B,,null,,,,
IDA5042,2235,Persona,Perpetrador,Hombre,Sin especificar,Político del Estado,2235B,,null,,,,
IDA5043,2236,Persona,Perpetrador,Hombre,Sin especificar,Sin especificar,2236A,,null,,,,
IDA5044,2236,Persona,Víctima,Hombre,Sin especificar,Sin especificar,2236A,,null,,,,
IDA5045,2237,Persona,Perpetrador,Hombre,Sin especificar,Sin especificar,"2237A, 2237B",,null,,,,
IDA5046,2237,Persona,Víctima,Indeterminado,Indeterminado,Indeterminado,"2237A, 2237B",1,null,,,,
IDA5047,2238,Persona,Perpetrador,Hombre,Sin especificar,Sin especificar,2238A,,null,,,,
IDA5048,2238,Persona,Víctima,Hombre,Sin especificar,Sin especificar,2238A,,null,,,,
IDA5049,2239,Persona,Perpetrador,Mujer,Sin especificar,Sin especificar,2239A,,null,,,,
IDA5050,2239,Persona,Perpetrador,Hombre,Sin especificar,Sin especificar,2239A,,null,,,,
IDA5051,2239,Persona,Perpetrador,Hombre,Sin especificar,Sin especificar,"2239B, 2239C",,null,,,,
IDA5052,2239,Persona,Víctima,Mujer,Sin especificar,Sin especificar,2239B,,null,,,,
IDA5053,2239,Institución,Víctima,null,null,null,2239C,,La autoridad,,,,
IDA5054,2239,Persona,Perpetrador,Mujer,Sin especificar,Sin especificar,2239B,,null,,,,
IDA5055,2240,Persona,Perpetrador,Hombre,Sin especificar,Sin especificar,2240A,,null,,,,
IDA5056,2240,Persona,Víctima,Mujer,Sin especificar,Sirviente/lacayo,2240A,,null,,,,
IDA5057,2241,Persona,Perpetrador,Hombre,Sin especificar,Sin especificar,"2241A, 2241B",,null,,,,
IDA5058,2241,Persona,Perpetrador,Hombre,Sin especificar,Sin especificar,2241A,,null,,,,
IDA5059,2241,Persona,Víctima,Hombre,Sin especificar,Sin especificar,2241B,,null,,,,
IDA5060,2241,Persona,Perpetrador,Hombre,Sin especificar,Sin especificar,"2241B, 2241A",,null,,,,
IDA5061,2241,Persona,Víctima,Hombre,Sin especificar,Sin especificar,2241B,,null,,,,
IDA5062,2241,Persona,Perpetrador,Hombre,Sin especificar,Sin especificar,2241A,,null,,,,
IDA5063,2243,Persona,Perpetrador,Hombre,Sin especificar,Sin especificar,2243A,,null,,,,
IDA5064,2243,Persona,Víctima,Hombre,Sin especificar,Político del Estado,2243A,,null,,,,
IDA5065,2244,Persona,Perpetrador,Hombre,Sin especificar,Sin especificar,2244A,,null,,,,
IDA5066,2244,Persona,Víctima,Hombre,Sin especificar,Sin especificar,2244A,,null,,,,
IDA5067,2245,Persona,Perpetrador,Hombre,Sin especificar,Eclesiástico,2245A,,null,,,,
IDA5068,2245,Persona,Perpetrador,Mujer,Sin especificar,Sin especificar,2245A,,null,,,,
IDA5069,2245,Persona,Perpetrador,Mujer,Sin especificar,Sin especificar,2245B,,null,,,,
IDA5070,2246,Persona,Perpetrador,Hombre,Sin especificar,Sin especificar,"2246A, 2246B",,null,,,,
IDA5071,2246,Persona,Perpetrador,Hombre,Sin especificar,Sin especificar,"2246A, 2246B",,null,,,,
IDA5072,2246,Persona,Víctima,Hombre,Sin especificar,Sin especificar,"2246A, 2246B",,null,,,,
IDA5073,2247,Persona,Perpetrador,Hombre,Sin especificar,Sin especificar,2247A,,null,,,,
IDA5074,2247,Persona,Perpetrador,Hombre,Sin especificar,Sin especificar,2247A,,null,,,,
IDA5075,2247,Persona,Víctima,Hombre,Sin especificar,Político del Estado,2247A,,null,,,,
IDA5076,2248,Persona,Perpetrador,Indeterminado,Indeterminado,Indeterminado,2248A,1,null,,,,
IDA5077,2248,Persona,Víctima,Hombre,Sin especificar,Sin especificar,2248A,,null,,,,
IDA5078,2249,Persona,Perpetrador,Mujer,Sin especificar,Sin especificar,2249A,,null,,,,
IDA5079,2249,Persona,Víctima,Mujer,Sin especificar,Sin especificar,2249A,,null,,,,
IDA5080,2250,Persona,Perpetrador,Hombre,Sin especificar,Sin especificar,2250A,,null,,,,
IDA5081,2250,Persona,Perpetrador,Mujer,Sin especificar,Sin especificar,2250A,,null,,,,
IDA5082,2250,Persona,Perpetrador,Mujer,Sin especificar,Sin especificar,2250B,,null,,,,
IDA5083,2251,Persona,Perpetrador,Hombre,Sin especificar,Sin especificar,2251A,,null,,,,
IDA5084,2251,Persona,Perpetrador,Hombre,Sin especificar,Sin especificar,2251A,,null,,,,
IDA5085,2251,Persona,Víctima,Indeterminado,Indeterminado,Indeterminado,2251A,1,null,,,,
IDA5086,2252,Persona,Perpetrador,Hombre,Sin especificar,Sin especificar,2252A,,null,,,,
IDA5087,2252,Persona,Víctima,Hombre,Sin especificar,Sin especificar,2252A,,null,,,,
IDA5088,2253,Persona,Perpetrador,Hombre,Sin especificar,Sin especificar,"2253A, 2253B",,null,,,,
IDA5089,2253,Persona,Víctima,Hombre,Sin especificar,Sin especificar,2253A,,null,,,,
IDA5090,2253,Persona,Víctima,Hombre,Sin especificar,Político del Estado,2253B,,null,,,,
IDA5091,2254,Persona,Perpetrador,Hombre,Sin especificar,Sin especificar,2254A,,null,,,,
IDA5092,2254,Persona,Perpetrador,Mujer,Sin especificar,Sin especificar,2254A,,null,,,,
IDA5093,2254,Persona,Víctima,Mujer,Sin especificar,Sin especificar,2254A,,null,,,,
IDA5094,2255,Persona,Perpetrador,Mujer,Sin especificar,Sin especificar,2255A,,null,,,,
IDA5095,2255,Persona,Víctima,Hombre,Sin especificar,Sin especificar,2255A,,null,,,,
IDA5096,2257,Persona,Perpetrador,Hombre,Sin especificar,Sin especificar,2257A,,null,,,,
IDA5097,2257,Persona,Víctima,Hombre,Sin especificar,Sin especificar,2257A,,null,,,,
IDA5098,2258,Persona,Perpetrador,Hombre,Sin especificar,Sin especificar,2258A,,null,,,,
IDA5099,2258,Persona,Perpetrador,Hombre,Sin especificar,Sin especificar,2258A,,null,,,,
IDA5100,2258,Persona,Perpetrador,Hombre,Sin especificar,Sin especificar,2258A,,null,,,,
IDA5101,2258,Persona,Perpetrador,Hombre,Sin especificar,Sin especificar,2258A,,null,,,,
IDA5102,2258,Persona,Perpetrador,Hombre,Sin especificar,Sin especificar,2258A,,null,,,,
IDA5103,2258,Persona,Perpetrador,Mujer,Sin especificar,Sin especificar,2258A,,null,,,,
IDA5104,2258,Persona,Víctima,Hombre,Sin especificar,Sin especificar,2258A,,null,,,,
IDA5105,2258,Persona,Víctima,Mujer,Sin especificar,Sin especificar,2258A,,null,,,,
IDA5106,2259,Persona,Perpetrador,Hombre,Sin especificar,Sin especificar,2259A,1,null,,,,
IDA5107,2259,Persona,Perpetrador,Hombre,Sin especificar,Sin especificar,2259A,1,null,,,,
IDA5108,2259,Persona,Perpetrador,Hombre,Sin especificar,Sin especificar,2259A,1,null,,,,
IDA5109,2259,Persona,Perpetrador,Hombre,Sin especificar,Sin especificar,2259A,1,null,,,,
IDA5110,2259,Persona,Perpetrador,Indeterminado,Indeterminado,Indeterminado,2259A,1,null,,,,
IDA5111,2259,Persona,Perpetrador,Indeterminado,Indeterminado,Indeterminado,2259A,1,null,,,,
IDA5112,2259,Institución,Víctima,null,null,null,2259A,,La autoridad,,,,
IDA5113,2260,Persona,Perpetrador,Hombre,Sin especificar,Sin especificar,2260A,,null,,,,
IDA5114,2260,Persona,Perpetrador,Hombre,Sin especificar,Sin especificar,2260A,,null,,,,
IDA5115,2260,Persona,Víctima,Indeterminado,Indeterminado,Indeterminado,2260A,1,null,,,,
IDA5116,2261,Persona,Perpetrador,Hombre,Sin especificar,Sin especificar,2261A,,null,,,,
IDA5117,2261,Persona,Víctima,Hombre,Sin especificar,Sin especificar,2261A,,null,,,,
IDA5118,2263,Persona,Perpetrador,Hombre,Sin especificar,Sin especificar,2263A,,null,,,,
IDA5119,2263,Persona,Víctima,Indeterminado,Indeterminado,Indeterminado,2263A,,null,,,,
IDA5120,2264,Persona,Perpetrador,Hombre,Sin especificar,Sin especificar,2264A,,null,,,,
IDA5121,2264,Persona,Víctima,Indeterminado,Indeterminado,Indeterminado,2264A,1,null,,,,
IDA5122,2265,Persona,Perpetrador,Mujer,Sin especificar,Sin especificar,2265A,,null,,,,
IDA5123,2265,Persona,Víctima,Hombre,Sin especificar,Sin especificar,2265A,,null,,,,
IDA5124,2265,Persona,Perpetrador,Hombre,Sin especificar,Sin especificar,2265B,,null,,,,
IDA5125,2265,Persona,Perpetrador,Mujer,Sin especificar,Sin especificar,2265B,,null,,,,
IDA5126,2265,Persona,Perpetrador,Hombre,Sin especificar,Sin especificar,2265A,,null,,,,
IDA5127,2266,Persona,Perpetrador,Hombre,Sin especificar,Sin especificar,2266A,,null,,,,
IDA5128,2266,Persona,Víctima,Indeterminado,Indeterminado,Indeterminado,2266A,1,null,,,,
IDA5129,2268,Persona,Perpetrador,Hombre,Sin especificar,Sin especificar,2268A,,null,,,,
IDA5130,2268,Persona,Víctima,Hombre,Sin especificar,Sin especificar,2268A,,null,,,,
IDA5131,2269,Persona,Perpetrador,Hombre,Sin especificar,Sin especificar,2269A,,null,,,,
IDA5132,2269,Persona,Víctima,Mujer,Sin especificar,Sin especificar,2269A,,null,,,,
IDA5133,2271,Persona,Perpetrador,Hombre,Sin especificar,Sin especificar,2271A,,null,,,,
IDA5134,2271,Persona,Víctima,Indeterminado,Indeterminado,Indeterminado,2271A,,null,,,,
IDA5135,2272,Persona,Perpetrador,Hombre,Sin especificar,Sin especificar,2272A,,null,,,,
IDA5136,2272,Persona,Víctima,Indeterminado,Indeterminado,Indeterminado,2272A,1,null,,,,
IDA5137,2273,Persona,Perpetrador,Hombre,Sin especificar,Sin especificar,2273A,,null,,,,
IDA5138,2273,Persona,Víctima,Hombre,Sin especificar,Sin especificar,2273A,,null,,,,
IDA5139,2274,Persona,Perpetrador,Hombre,Sin especificar,Sin especificar,2274A,,null,,,,
IDA5140,2274,Persona,Perpetrador,Mujer,Sin especificar,Sin especificar,2274A,,null,,,,
IDA5141,2275,Persona,Perpetrador,Hombre,Sin especificar,Sin especificar,2275A,,null,,,,
IDA5142,2275,Persona,Perpetrador,Mujer,Indígenas,Sin especificar,2275A,,null,,,,
IDA5143,2276,Persona,Perpetrador,Hombre,Sin especificar,Sin especificar,2276A,,null,,,,
IDA5144,2276,Persona,Perpetrador,Hombre,Sin especificar,Sin especificar,2276A,,null,,,,
IDA5145,2276,Persona,Perpetrador,Hombre,Sin especificar,Sin especificar,2276A,,null,,,,
IDA5146,2277,Persona,Perpetrador,Hombre,Sin especificar,Sin especificar,2277A,,null,,,,
IDA5147,2277,Persona,Perpetrador,Hombre,Sin especificar,Sin especificar,2277A,,null,,,,
IDA5148,2277,Persona,Víctima,Indeterminado,Indeterminado,Indeterminado,2277A,1,null,,,,
IDA5149,2278,Persona,Perpetrador,Hombre,Sin especificar,Sin especificar,2278A,,null,,,,
IDA5150,2278,Persona,Perpetrador,Hombre,Sin especificar,Sin especificar,2278A,,null,,,,
IDA5151,2279,Persona,Perpetrador,Hombre,Sin especificar,Sin especificar,"2279A, 2279B",,null,,,,
IDA5152,2279,Persona,Perpetrador,Hombre,Sin especificar,Sin especificar,"2279A, 2279B",,null,,,,
IDA5153,2279,Persona,Perpetrador,Hombre,Sin especificar,Sin especificar,"2279A, 2279B",,null,,,,
IDA5154,2279,Persona,Perpetrador,Hombre,Sin especificar,Sin especificar,"2279A, 2279B",,null,,,,
IDA5155,2279,Persona,Perpetrador,Indeterminado,Indeterminado,Indeterminado,"2279A, 2279B",,null,,,,
IDA5156,2279,Persona,Perpetrador,Indeterminado,Indeterminado,Indeterminado,"2279A, 2279B",,null,,,,
IDA5157,2279,Persona,Víctima,Indeterminado,Indeterminado,Indeterminado,2279B,1,null,,,,
IDA5158,2280,Persona,Perpetrador,Hombre,Sin especificar,Sin especificar,2280A,,null,,,,
IDA5159,2280,Persona,Perpetrador,Hombre,Sin especificar,Sin especificar,2280A,,null,,,,
IDA5160,2280,Persona,Perpetrador,Hombre,Sin especificar,Sin especificar,2280A,,null,,,,
IDA5161,2280,Persona,Perpetrador,Indeterminado,Indeterminado,Indeterminado,2280A,,null,,,,
IDA5162,2280,Persona,Perpetrador,Indeterminado,Indeterminado,Indeterminado,2280A,,null,,,,
IDA5163,2280,Persona,Víctima,Hombre,Sin especificar,Sin especificar,2280A,,null,,,,
IDA5164,2281,Persona,Perpetrador,Hombre,Sin especificar,Sin especificar,2281A,,null,,,,
IDA5165,2281,Persona,Víctima,Hombre,Sin especificar,Sin especificar,2281A,,null,,,,
IDA5166,2282,Persona,Perpetrador,Hombre,Sin especificar,Sin especificar,2282A,,null,,,,
IDA5167,2282,Persona,Perpetrador,Mujer,Sin especificar,Sin especificar,2282A,,null,,,,
IDA5168,2282,Persona,Perpetrador,Mujer,Sin especificar,Sin especificar,2282A,,null,,,,
IDA5169,2282,Persona,Víctima,Hombre,Sin especificar,Sin especificar,2282A,,null,,,,
IDA5170,2282,Persona,Víctima,Hombre,Sin especificar,Sin especificar,2282A,,null,,,,
IDA5171,2283,Persona,Perpetrador,Hombre,Sin especificar,Sin especificar,2283A,,null,,,,
IDA5172,2283,Institución,Víctima,null,null,null,2283A,,La autoridad,,,,
IDA5173,2284,Persona,Perpetrador,Hombre,Sin especificar,Sin especificar,"2284A, 2284B",,null,,,,
IDA5174,2284,Persona,Víctima,Indeterminado,Indeterminado,Indeterminado,"2284A, 2284B",1,null,,,,
IDA5175,2288,Persona,Perpetrador,Hombre,Sin especificar,Sin especificar,2288A,,null,,,,
IDA5176,2289,Persona,Perpetrador,Hombre,Sin especificar,Sin especificar,2289A,,null,,,,
IDA5177,2289,Persona,Víctima,Mujer,Sin especificar,Sin especificar,2289A,,null,,,,
IDA5178,2291,Persona,Perpetrador,Hombre,Sin especificar,Político del Estado,2291A,,null,,,,
IDA5179,2292,Persona,Perpetrador,Hombre,Sin especificar,Sin especificar,2292A,,null,,,,
IDA5180,2292,Persona,Perpetrador,Mujer,Sin especificar,Sin especificar,2292A,,null,,,,
IDA5181,2293,Persona,Perpetrador,Mujer,Sin especificar,Sin especificar,2293A,,null,,,,
IDA5182,2293,Persona,Víctima,Hombre,Sin especificar,Sin especificar,2293A,,null,,,,
IDA5183,2294,Persona,Perpetrador,Indeterminado,Indeterminado,Indeterminado,2294A,1,null,,,,
IDA5184,2294,Persona,Víctima,Hombre,Sin especificar,Sin especificar,2294A,,null,,,,
IDA5185,2298,Persona,Perpetrador,Hombre,Sin especificar,Sin especificar,2298A,,null,,1,,
IDA5186,2298,Persona,Víctima,Hombre,Sin especificar,Político del Estado,2298A,,null,,1,,
IDA5187,2298,Persona,Perpetrador,Hombre,Sin especificar,Político del Estado,2298B,,null,,1,,
IDA5188,2298,Persona,Víctima,Hombre,Sin especificar,Sin especificar,2298B,,null,,1,,
IDA5189,2300,Persona,Perpetrador,Hombre,Sin especificar,Sin especificar,2300A,,null,,,,
IDA5190,2300,Persona,Víctima,Hombre,Sin especificar,Sin especificar,2300A,,null,,,,
IDA5191,2301,Persona,Perpetrador,Hombre,Sin especificar,Político del Estado,2301A,,null,,,,
IDA5192,2302,Persona,Perpetrador,Hombre,Sin especificar,Político del Estado,2302A,,null,,,,
IDA5193,2302,Persona,Víctima,Hombre,Sin especificar,Sin especificar,2302A,,null,,,,
IDA5194,2303,Persona,Perpetrador,Hombre,Sin especificar,Sin especificar,2303A,,null,,,,
IDA5195,2304,Persona,Perpetrador,Hombre,Sin especificar,Sin especificar,"2304A, 2304B",,null,,,,
IDA5196,2304,Persona,Perpetrador,Hombre,Sin especificar,Sin especificar,2304A,,null,,,,
IDA5197,2304,Persona,Perpetrador,Hombre,Sin especificar,Sin especificar,2304A,,null,,,,
IDA5198,2306,Persona,Perpetrador,Hombre,Sin especificar,Sin especificar,2306A,,null,,,,
IDA5199,2306,Persona,Perpetrador,Hombre,Sin especificar,Sin especificar,2306A,,null,,,,
IDA5200,2306,Persona,Perpetrador,Mujer,Sin especificar,Sin especificar,2306A,,null,,,,
IDA5201,2306,Persona,Víctima,Hombre,Sin especificar,Sin especificar,2306A,,null,,,,
IDA5202,2307,Persona,Perpetrador,Hombre,Sin especificar,Sin especificar,2307A,,null,,,,
