ID_Caso,ID_Documento,Archivo,Código_Referencia,Sección,Fondo,Legajo,Documento,Folios,Número_Folios,Source
3265,3265A,AGN,SC.19,Colonia,Criminales (Juicios),154,25,734-741,4-30,AGNSC.1915425734-7413265A
3266,3266A,AGN,SC.19,Colonia,Criminales (Juicios),154,26,742-769,4-30,AGNSC.1915426742-7693266A
3267,3267A,AGN,SC.19,Colonia,Criminales (Juicios),154,27,770-800,30+,AGNSC.1915427770-8003267A
3267,3267B,AGN,SC.19,Colonia,Criminales (Juicios),154,27,770-800,30+,AGNSC.1915427770-8003267B
3268,3268A,AGN,SC.19,Colonia,Criminales (Juicios),154,28,801-898,30+,AGNSC.1915428801-8983268A
3268,3268B,AGN,SC.19,Colonia,Criminales (Juicios),154,28,801-898,30+,AGNSC.1915428801-8983268B
3269,3269A,AGN,SC.19,Colonia,Criminales (Juicios),154,29,899-909,4-30,AGNSC.1915429899-9093269A
3270,3270A,AGN,SC.19,Colonia,Criminales (Juicios),154,30,910-932,4-30,AGNSC.1915430910-9323270A
3270,3270B,AGN,SC.19,Colonia,Criminales (Juicios),154,30,910-932,4-30,AGNSC.1915430910-9323270B
3271,3271A,AGN,SC.19,Colonia,Criminales (Juicios),154,31,933-965,4-30,AGNSC.1915431933-9653271A
3272,3272A,AGN,SC.19,Colonia,Criminales (Juicios),154,32,966,1-3,AGNSC.19154329663272A
3272,3272B,AGN,SC.19,Colonia,Criminales (Juicios),154,32,966,1-3,AGNSC.19154329663272B
3273,3273A,AGN,SC.19,Colonia,Criminales (Juicios),154,33,967-1003,30+,AGNSC.1915433967-10033273A
3273,3273B,AGN,SC.19,Colonia,Criminales (Juicios),154,33,967-1003,30+,AGNSC.1915433967-10033273B
3273,3273C,AGN,SC.19,Colonia,Criminales (Juicios),154,33,967-1003,30+,AGNSC.1915433967-10033273C
3273,3273D,AGN,SC.19,Colonia,Criminales (Juicios),154,33,967-1003,30+,AGNSC.1915433967-10033273D
3274,3274A,AGN,SC.19,Colonia,Criminales (Juicios),154,34,1004-1012,4-30,AGNSC.19154341004-10123274A
3275,3275A,AGN,SC.19,Colonia,Criminales (Juicios),155,3,596-740,30+,AGNSC.191553596-7403275A
3275,3275B,AGN,SC.19,Colonia,Criminales (Juicios),155,3,596-740,30+,AGNSC.191553596-7403275B
3275,3275C,AGN,SC.19,Colonia,Criminales (Juicios),155,3,596-740,30+,AGNSC.191553596-7403275C
3275,3275D,AGN,SC.19,Colonia,Criminales (Juicios),155,3,596-740,30+,AGNSC.191553596-7403275D
3276,3276A,AGN,SC.19,Colonia,Criminales (Juicios),155,4,741-777,30+,AGNSC.191554741-7773276A
3276,3276B,AGN,SC.19,Colonia,Criminales (Juicios),155,4,741-777,30+,AGNSC.191554741-7773276B
3277,3277A,AGN,SC.19,Colonia,Criminales (Juicios),155,5,778-788,4-30,AGNSC.191555778-7883277A
3278,3278A,AGN,SC.19,Colonia,Criminales (Juicios),155,6,789-797,4-30,AGNSC.191556789-7973278A
3279,3279A,AGN,SC.19,Colonia,Criminales (Juicios),155,8,804-809,4-30,AGNSC.191558804-8093279A
3279,3279B,AGN,SC.19,Colonia,Criminales (Juicios),155,8,804-809,4-30,AGNSC.191558804-8093279B
3280,3280A,AGN,SC.19,Colonia,Criminales (Juicios),155,9,810-845,4-30,AGNSC.191559810-8453280A
3281,3281A,AGN,SC.19,Colonia,Criminales (Juicios),155,10,810-845,30+,AGNSC.1915510810-8453281A
3282,3282A,AGN,SC.19,Colonia,Criminales (Juicios),155,11,905-911,4-30,AGNSC.1915511905-9113282A
3283,3283A,AGN,SC.19,Colonia,Criminales (Juicios),155,12,912-922,4-30,AGNSC.1915512912-9223283A
3284,3284A,AGN,SC.19,Colonia,Criminales (Juicios),155,13,923-971,30+,AGNSC.1915513923-9713284A
3284,3284B,AGN,SC.19,Colonia,Criminales (Juicios),155,13,923-971,30+,AGNSC.1915513923-9713284B
3284,3284C,AGN,SC.19,Colonia,Criminales (Juicios),155,13,923-971,30+,AGNSC.1915513923-9713284C
3285,3285A,AGN,SC.19,Colonia,Criminales (Juicios),155,14,972-976,4-30,AGNSC.1915514972-9763285A
3286,3286A,AGN,SC.19,Colonia,Criminales (Juicios),155,15,977-997,4-30,AGNSC.1915515977-9973286A
3287,3287A,AGN,SC.19,Colonia,Criminales (Juicios),155,16,998-1010,4-30,AGNSC.1915516998-10103287A
3288,3288A,AGN,SC.19,Colonia,Criminales (Juicios),155,17,1011-1015,4-30,AGNSC.19155171011-10153288A
3289,3289A,AGN,SC.19,Colonia,Criminales (Juicios),156,1,1-244,30+,AGNSC.1915611-2443289A
3290,3290A,AGN,SC.19,Colonia,Criminales (Juicios),156,2,245-539,30+,AGNSC.191562245-5393290A
3291,3291A,AGN,SC.19,Colonia,Criminales (Juicios),156,3,540-697,30+,AGNSC.191563540-6973291A
3291,3291B,AGN,SC.19,Colonia,Criminales (Juicios),156,3,540-697,30+,AGNSC.191563540-6973291B
3292,3292A,AGN,SC.19,Colonia,Criminales (Juicios),156,5,776-915,30+,AGNSC.191565776-9153292A
3292,3292B,AGN,SC.19,Colonia,Criminales (Juicios),37,5,403-479,30+,AGNSC.19375403-4793292B
3293,3293A,AGN,SC.19,Colonia,Criminales (Juicios),156,6,916-954,30+,AGNSC.191566916-9543293A
3293,3293B,AGN,SC.19,Colonia,Criminales (Juicios),156,6,916-954,30+,AGNSC.191566916-9543293B
3294,3294A,AGN,SC.19,Colonia,Criminales (Juicios),157,1,1-671,30+,AGNSC.1915711-6713294A
3294,3294B,AGN,SC.19,Colonia,Criminales (Juicios),157,1,1-671,30+,AGNSC.1915711-6713294B
3294,3294C,AGN,SC.19,Colonia,Criminales (Juicios),157,1,1-671,30+,AGNSC.1915711-6713294C
3294,3294D,AGN,SC.19,Colonia,Criminales (Juicios),157,1,1-671,30+,AGNSC.1915711-6713294D
3294,3294E,AGN,SC.19,Colonia,Criminales (Juicios),16,18,665-715,30+,AGNSC.191618665-7153294E
3294,3294F,AGN,SC.19,Colonia,Criminales (Juicios),157,1,1-671,30+,AGNSC.1915711-6713294F
3295,3295A,AGN,SC.19,Colonia,Criminales (Juicios),157,2,672-793,30+,AGNSC.191572672-7933295A
3295,3295B,AGN,SC.19,Colonia,Criminales (Juicios),157,2,672-793,30+,AGNSC.191572672-7933295B
3295,3295C,AGN,SC.19,Colonia,Criminales (Juicios),157,2,672-793,30+,AGNSC.191572672-7933295C
3296,3296A,AGN,SC.19,Colonia,Criminales (Juicios),157,3,794-938,30+,AGNSC.191573794-9383296A
3296,3296B,AGN,SC.19,Colonia,Criminales (Juicios),157,3,794-938,30+,AGNSC.191573794-9383296B
3296,3296C,AGN,SC.19,Colonia,Criminales (Juicios),157,3,794-938,30+,AGNSC.191573794-9383296C
3297,3297A,AGN,SC.19,Colonia,Criminales (Juicios),157,4,939-960,4-30,AGNSC.191574939-9603297A
3298,3298A,AGN,SC.19,Colonia,Criminales (Juicios),157,5,961-965,4-30,AGNSC.191575961-9653298A
3298,3298B,AGN,SC.19,Colonia,Criminales (Juicios),157,5,961-965,4-30,AGNSC.191575961-9653298B
3299,3299A,AGN,SC.19,Colonia,Criminales (Juicios),157,6,966-972,4-30,AGNSC.191576966-9723299A
3299,3299B,AGN,SC.19,Colonia,Criminales (Juicios),157,6,966-972,4-30,AGNSC.191576966-9723299B
3299,3299C,AGN,SC.19,Colonia,Criminales (Juicios),157,6,966-972,4-30,AGNSC.191576966-9723299C
3299,3299D,AGN,SC.19,Colonia,Criminales (Juicios),157,6,966-972,4-30,AGNSC.191576966-9723299D
3300,3300A,AGN,SC.19,Colonia,Criminales (Juicios),157,7,973-989,4-30,AGNSC.191577973-9893300A
3301,3301A,AGN,SC.19,Colonia,Criminales (Juicios),157,8,990-1016,4-30,AGNSC.191578990-10163301A
3301,3301B,AGN,SC.19,Colonia,Criminales (Juicios),157,8,990-1016,4-30,AGNSC.191578990-10163301B
3302,3302A,AGN,SC.19,Colonia,Criminales (Juicios),158,1,1-432,30+,AGNSC.1915811-4323302A
3302,3302B,AGN,SC.19,Colonia,Criminales (Juicios),158,1,1-432,30+,AGNSC.1915811-4323302B
3303,3303A,AGN,SC.19,Colonia,Criminales (Juicios),158,2,433-453,4-30,AGNSC.191582433-4533303A
3304,3304A,AGN,SC.19,Colonia,Criminales (Juicios),158,3,454-463,30+,AGNSC.191583454-4633304A
3304,3304B,AGN,SC.19,Colonia,Criminales (Juicios),151,12,1002-1005,30+,AGNSC.19151121002-10053304B
3304,3304C,AGN,SC.19,Colonia,Criminales (Juicios),161,30,719-895,30+,AGNSC.1916130719-8953304C
3304,3304D,AGN,SC.19,Colonia,Criminales (Juicios),178,14,909-1029,30+,AGNSC.1917814909-10293304D
3305,3305A,AGN,SC.19,Colonia,Criminales (Juicios),158,4,487-509,4-30,AGNSC.191584487-5093305A
3306,3306A,AGN,SC.19,Colonia,Criminales (Juicios),158,5,487-509,4-30,AGNSC.191585487-5093306A
3307,3307A,AGN,SC.19,Colonia,Criminales (Juicios),158,6,510-533,4-30,AGNSC.191586510-5333307A
3308,3308A,AGN,SC.19,Colonia,Criminales (Juicios),158,7,534-581,30+,AGNSC.191587534-5813308A
3309,3309A,AGN,SC.19,Colonia,Criminales (Juicios),158,8,582-616,30+,AGNSC.191588582-6163309A
3310,3310A,AGN,SC.19,Colonia,Criminales (Juicios),158,9,617-624,4-30,AGNSC.191589617-6243310A
3310,3310B,AGN,SC.19,Colonia,Criminales (Juicios),158,9,617-624,4-30,AGNSC.191589617-6243310B
3310,3310C,AGN,SC.19,Colonia,Criminales (Juicios),158,9,617-624,4-30,AGNSC.191589617-6243310C
3311,3311A,AGN,SC.19,Colonia,Criminales (Juicios),158,10,487-509,4-30,AGNSC.1915810487-5093311A
3312,3312A,AGN,SC.19,Colonia,Criminales (Juicios),158,11,627-628,1-3,AGNSC.1915811627-6283312A
3313,3313A,AGN,SC.19,Colonia,Criminales (Juicios),158,12,629-633,4-30,AGNSC.1915812629-6333313A
3314,3314A,AGN,SC.19,Colonia,Criminales (Juicios),158,13,634-636,1-3,AGNSC.1915813634-6363314A
3315,3315A,AGN,SC.19,Colonia,Criminales (Juicios),158,14,637-700,30+,AGNSC.1915814637-7003315A
3315,3315B,AGN,SC.19,Colonia,Criminales (Juicios),158,14,637-700,30+,AGNSC.1915814637-7003315B
3316,3316A,AGN,SC.19,Colonia,Criminales (Juicios),158,15,701-764,30+,AGNSC.1915815701-7643316A
3317,3317A,AGN,SC.19,Colonia,Criminales (Juicios),158,16,765-785,4-30,AGNSC.1915816765-7853317A
3318,3318A,AGN,SC.19,Colonia,Criminales (Juicios),158,17,786-806,4-30,AGNSC.1915817786-8063318A
3318,3318B,AGN,SC.19,Colonia,Criminales (Juicios),158,17,786-806,4-30,AGNSC.1915817786-8063318B
3319,3319A,AGN,SC.19,Colonia,Criminales (Juicios),158,18,807-818,4-30,AGNSC.1915818807-8183319A
3320,3320A,AGN,SC.19,Colonia,Criminales (Juicios),158,19,819-842,4-30,AGNSC.1915819819-8423320A
3321,3321A,AGN,SC.19,Colonia,Criminales (Juicios),158,20,843-879,30+,AGNSC.1915820843-8793321A
3322,3322A,AGN,SC.19,Colonia,Criminales (Juicios),158,21,880-945,30+,AGNSC.1915821880-9453322A
3323,3323A,AGN,SC.19,Colonia,Criminales (Juicios),158,22,946-976,30+,AGNSC.1915822946-9763323A
3324,3324A,AGN,SC.19,Colonia,Criminales (Juicios),158,23,977-988,4-30,AGNSC.1915823977-9883324A
3324,3324B,AGN,SC.19,Colonia,Criminales (Juicios),158,23,977-988,4-30,AGNSC.1915823977-9883324B
3325,3325A,AGN,SC.19,Colonia,Criminales (Juicios),159,1,1-78,30+,AGNSC.1915911-783325A
3326,3326A,AGN,SC.19,Colonia,Criminales (Juicios),159,2,79-147,30+,AGNSC.19159279-1473326A
3326,3326B,AGN,SC.19,Colonia,Criminales (Juicios),159,2,79-147,30+,AGNSC.19159279-1473326B
3327,3327A,AGN,SC.19,Colonia,Criminales (Juicios),159,2,79-147,30+,AGNSC.19159279-1473327A
3328,3328A,AGN,SC.19,Colonia,Criminales (Juicios),159,3,148-182,30+,AGNSC.191593148-1823328A
3329,3329A,AGN,SC.19,Colonia,Criminales (Juicios),159,4,183-197,4-30,AGNSC.191594183-1973329A
3329,3329B,AGN,SC.19,Colonia,Criminales (Juicios),159,4,183-197,4-30,AGNSC.191594183-1973329B
3330,3330A,AGN,SC.19,Colonia,Criminales (Juicios),159,5,198-200,1-3,AGNSC.191595198-2003330A
3331,3331A,AGN,SC.19,Colonia,Criminales (Juicios),159,6,201-222,4-30,AGNSC.191596201-2223331A
3332,3332A,AGN,SC.19,Colonia,Criminales (Juicios),159,7,223-250,30+,AGNSC.191597223-2503332A
3333,3333A,AGN,SC.19,Colonia,Criminales (Juicios),159,8,251-271,4-30,AGNSC.191598251-2713333A
3334,3334A,AGN,SC.19,Colonia,Criminales (Juicios),159,9,272-324,30+,AGNSC.191599272-3243334A
3335,3335A,AGN,SC.19,Colonia,Criminales (Juicios),159,10,325-359,30+,AGNSC.1915910325-3593335A
3336,3336A,AGN,SC.19,Colonia,Criminales (Juicios),159,11,357-359,1-3,AGNSC.1915911357-3593336A
3337,3337A,AGN,SC.19,Colonia,Criminales (Juicios),159,12,360-362,1-3,AGNSC.1915912360-3623337A
3337,3337B,AGN,SC.19,Colonia,Criminales (Juicios),159,12,360-362,1-3,AGNSC.1915912360-3623337B
3337,3337C,AGN,SC.19,Colonia,Criminales (Juicios),159,12,360-362,1-3,AGNSC.1915912360-3623337C
3338,3338A,AGN,SC.19,Colonia,Criminales (Juicios),159,13,363-383,4-30,AGNSC.1915913363-3833338A
3339,3339A,AGN,SC.19,Colonia,Criminales (Juicios),159,14,384-431,30+,AGNSC.1915914384-4313339A
3340,3340A,AGN,SC.19,Colonia,Criminales (Juicios),159,15,432-476,30+,AGNSC.1915915432-4763340A
3341,3341A,AGN,SC.19,Colonia,Criminales (Juicios),159,16,477-532,30+,AGNSC.1915916477-5323341A
3341,3341B,AGN,SC.19,Colonia,Criminales (Juicios),166,9,438-446,4-30,AGNSC.191669438-4463341B
3342,3342A,AGN,SC.19,Colonia,Criminales (Juicios),159,17,533-542,4-30,AGNSC.1915917533-5423342A
3343,3343A,AGN,SC.19,Colonia,Criminales (Juicios),159,18,543-552,4-30,AGNSC.1915918543-5523343A
3344,3344A,AGN,SC.19,Colonia,Criminales (Juicios),159,19,553-604,30+,AGNSC.1915919553-6043344A
3345,3345A,AGN,SC.19,Colonia,Criminales (Juicios),159,20,605-659,30+,AGNSC.1915920605-6593345A
3345,3345B,AGN,SC.19,Colonia,Criminales (Juicios),163,19,589-633,30+,AGNSC.1916319589-6333345B
3346,3346A,AGN,SC.19,Colonia,Criminales (Juicios),159,21,660-731,30+,AGNSC.1915921660-7313346A
3347,3347A,AGN,SC.19,Colonia,Criminales (Juicios),159,22,732-756,4-30,AGNSC.1915922732-7563347A
3347,3347B,AGN,SC.19,Colonia,Criminales (Juicios),159,22,732-756,4-30,AGNSC.1915922732-7563347B
3347,3347C,AGN,SC.19,Colonia,Criminales (Juicios),159,22,732-756,4-30,AGNSC.1915922732-7563347C
3347,3347D,AGN,SC.19,Colonia,Criminales (Juicios),159,22,732-756,4-30,AGNSC.1915922732-7563347D
3348,3348A,AGN,SC.19,Colonia,Criminales (Juicios),159,23,757-784,4-30,AGNSC.1915923757-7843348A
3349,3349A,AGN,SC.19,Colonia,Criminales (Juicios),159,24,785-819,30+,AGNSC.1915924785-8193349A
3349,3349B,AGN,SC.19,Colonia,Criminales (Juicios),159,24,785-819,30+,AGNSC.1915924785-8193349B
3350,3350A,AGN,SC.19,Colonia,Criminales (Juicios),159,25,820-838,4-30,AGNSC.1915925820-8383350A
3351,3351A,AGN,SC.19,Colonia,Criminales (Juicios),159,26,839-957,30+,AGNSC.1915926839-9573351A
3352,3352A,AGN,SC.19,Colonia,Criminales (Juicios),159,27,958-975,4-30,AGNSC.1915927958-9753352A
3353,3353A,AGN,SC.19,Colonia,Criminales (Juicios),159,28,976-1036,30+,AGNSC.1915928976-10363353A
3354,3354A,AGN,SC.19,Colonia,Criminales (Juicios),160,1,1-224,30+,AGNSC.1916011-2243354A
3355,3355A,AGN,SC.19,Colonia,Criminales (Juicios),160,2,225-460,30+,AGNSC.191602225-4603355A
3355,3355E,AGN,SC.19,Colonia,Criminales (Juicios),160,2,225-460,30+,AGNSC.191602225-4603355E
3356,3356A,AGN,SC.19,Colonia,Criminales (Juicios),160,3,461-622,30+,AGNSC.191603461-6223356A
3357,3357A,AGN,SC.19,Colonia,Criminales (Juicios),160,4,623-787,30+,AGNSC.191604623-7873357A
3358,3358A,AGN,SC.19,Colonia,Criminales (Juicios),160,5,788-892,30+,AGNSC.191605788-8923358A
3359,3359A,AGN,SC.19,Colonia,Criminales (Juicios),160,5,788-892,30+,AGNSC.191605788-8923359A
3360,3360A,AGN,SC.19,Colonia,Criminales (Juicios),160,6,893-905,4-30,AGNSC.191606893-9053360A
3361,3361A,AGN,SC.19,Colonia,Criminales (Juicios),160,7,906-965,30+,AGNSC.191607906-9653361A
3362,3362A,AGN,SC.19,Colonia,Criminales (Juicios),160,8,966-984,4-30,AGNSC.191608966-9843362A
3363,3363A,AGN,SC.19,Colonia,Criminales (Juicios),160,9,985-991,4-30,AGNSC.191609985-9913363A
3364,3364A,AGN,SC.19,Colonia,Criminales (Juicios),160,10,992-1000,4-30,AGNSC.1916010992-10003364A
3364,3364B,AGN,SC.19,Colonia,Criminales (Juicios),160,10,992-1000,4-30,AGNSC.1916010992-10003364B
3365,3365A,AGN,SC.19,Colonia,Criminales (Juicios),160,11,1001-1005,4-30,AGNSC.19160111001-10053365A
3365,3365B,AGN,SC.19,Colonia,Criminales (Juicios),160,11,1001-1005,4-30,AGNSC.19160111001-10053365B
3365,3365C,AGN,SC.19,Colonia,Criminales (Juicios),160,11,1001-1005,4-30,AGNSC.19160111001-10053365C
3366,3366A,AGN,SC.19,Colonia,Criminales (Juicios),161,1,1-392,30+,AGNSC.1916111-3923366A
3367,3367A,AGN,SC.19,Colonia,Criminales (Juicios),161,2,392-393,1-3,AGNSC.191612392-3933367A
3367,3367B,AGN,SC.19,Colonia,Criminales (Juicios),161,2,392-393,1-3,AGNSC.191612392-3933367B
3368,3368A,AGN,SC.19,Colonia,Criminales (Juicios),161,3,394,1-3,AGNSC.1916133943368A
3369,3369A,AGN,SC.19,Colonia,Criminales (Juicios),161,4,395,1-3,AGNSC.1916143953369A
3370,3370A,AGN,SC.19,Colonia,Criminales (Juicios),161,5,396,1-3,AGNSC.1916153963370A
3370,3370B,AGN,SC.19,Colonia,Criminales (Juicios),161,5,396,1-3,AGNSC.1916153963370B
3371,3371A,AGN,SC.19,Colonia,Criminales (Juicios),161,6,397-398,1-3,AGNSC.191616397-3983371A
3372,3372A,AGN,SC.19,Colonia,Criminales (Juicios),161,7,399,1-3,AGNSC.1916173993372A
3372,3372B,AGN,SC.19,Colonia,Criminales (Juicios),161,7,399,1-3,AGNSC.1916173993372B
3373,3373A,AGN,SC.19,Colonia,Criminales (Juicios),161,8,400,1-3,AGNSC.1916184003373A
3373,3373B,AGN,SC.19,Colonia,Criminales (Juicios),161,8,400,1-3,AGNSC.1916184003373B
3374,3374A,AGN,SC.19,Colonia,Criminales (Juicios),161,9,401,1-3,AGNSC.1916194013374A
3375,3375A,AGN,SC.19,Colonia,Criminales (Juicios),161,10,402-403,1-3,AGNSC.1916110402-4033375A
3376,3376A,AGN,SC.19,Colonia,Criminales (Juicios),161,11,404-405,1-3,AGNSC.1916111404-4053376A
3376,3376B,AGN,SC.19,Colonia,Criminales (Juicios),161,14,408,1-3,AGNSC.19161144083376B
3377,3377A,AGN,SC.19,Colonia,Criminales (Juicios),161,12,406,1-3,AGNSC.19161124063377A
3378,3378A,AGN,SC.19,Colonia,Criminales (Juicios),161,13,407,1-3,AGNSC.19161134073378A
3379,3379A,AGN,SC.19,Colonia,Criminales (Juicios),161,15,409,1-3,AGNSC.19161154093379A
3380,3380A,AGN,SC.19,Colonia,Criminales (Juicios),161,16,410-411,1-3,AGNSC.1916116410-4113380A
3381,3381A,AGN,SC.19,Colonia,Criminales (Juicios),161,17,412,1-3,AGNSC.19161174123381A
3382,3382A,AGN,SC.19,Colonia,Criminales (Juicios),161,18,413-460,30+,AGNSC.1916118413-4603382A
3382,3382B,AGN,SC.19,Colonia,Criminales (Juicios),161,18,413-460,30+,AGNSC.1916118413-4603382B
3383,3383A,AGN,SC.19,Colonia,Criminales (Juicios),161,19,461-491,30+,AGNSC.1916119461-4913383A
3384,3384A,AGN,SC.19,Colonia,Criminales (Juicios),161,20,492-496,4-30,AGNSC.1916120492-4963384A
3385,3385A,AGN,SC.19,Colonia,Criminales (Juicios),161,21,497-570,30+,AGNSC.1916121497-5703385A
3385,3385B,AGN,SC.19,Colonia,Criminales (Juicios),161,21,497-570,30+,AGNSC.1916121497-5703385B
3386,3386A,AGN,SC.19,Colonia,Criminales (Juicios),161,22,571-581,4-30,AGNSC.1916122571-5813386A
3386,3386B,AGN,SC.19,Colonia,Criminales (Juicios),161,22,571-581,4-30,AGNSC.1916122571-5813386B
3387,3387A,AGN,SC.19,Colonia,Criminales (Juicios),161,23,582-629,30+,AGNSC.1916123582-6293387A
3388,3388A,AGN,SC.19,Colonia,Criminales (Juicios),161,24,630-634,4-30,AGNSC.1916124630-6343388A
3389,3389A,AGN,SC.19,Colonia,Criminales (Juicios),161,25,635-650,4-30,AGNSC.1916125635-6503389A
3390,3390A,AGN,SC.19,Colonia,Criminales (Juicios),161,26,651-662,4-30,AGNSC.1916126651-6623390A
3391,3391A,AGN,SC.19,Colonia,Criminales (Juicios),161,27,663-690,4-30,AGNSC.1916127663-6903391A
3392,3392A,AGN,SC.19,Colonia,Criminales (Juicios),161,28,691-697,4-30,AGNSC.1916128691-6973392A
3393,3393A,AGN,SC.19,Colonia,Criminales (Juicios),161,29,698-718,4-30,AGNSC.1916129698-7183393A
3394,3394A,AGN,SC.19,Colonia,Criminales (Juicios),161,31,896-1012,30+,AGNSC.1916131896-10123394A
3395,3395A,AGN,SC.19,Colonia,Criminales (Juicios),161,32,1013-1028,4-30,AGNSC.19161321013-10283395A
3396,3396A,AGN,SC.19,Colonia,Criminales (Juicios),162,1,1-167,30+,AGNSC.1916211-1673396A
3396,3396B,AGN,SC.19,Colonia,Criminales (Juicios),171,15,752-823,30+,AGNSC.1917115752-8233396B
3397,3397A,AGN,SC.19,Colonia,Criminales (Juicios),162,2,168-196,4-30,AGNSC.191622168-1963397A
3397,3397B,AGN,SC.19,Colonia,Criminales (Juicios),162,2,168-196,4-30,AGNSC.191622168-1963397B
3397,3397C,AGN,SC.19,Colonia,Criminales (Juicios),162,2,168-196,4-30,AGNSC.191622168-1963397C
3398,3398A,AGN,SC.19,Colonia,Criminales (Juicios),162,3,197-223,4-30,AGNSC.191623197-2233398A
3399,3399A,AGN,SC.19,Colonia,Criminales (Juicios),162,4,224-251,4-30,AGNSC.191624224-2513399A
3400,3400A,AGN,SC.19,Colonia,Criminales (Juicios),162,5,252-280,4-30,AGNSC.191625252-2803400A
3400,3400B,AGN,SC.19,Colonia,Criminales (Juicios),162,5,252-280,4-30,AGNSC.191625252-2803400B
3400,3400C,AGN,SC.19,Colonia,Criminales (Juicios),162,5,252-280,4-30,AGNSC.191625252-2803400C
3401,3401A,AGN,SC.19,Colonia,Criminales (Juicios),162,6,281-305,4-30,AGNSC.191626281-3053401A
3402,3402A,AGN,SC.19,Colonia,Criminales (Juicios),162,7,306-326,4-30,AGNSC.191627306-3263402A
3403,3403A,AGN,SC.19,Colonia,Criminales (Juicios),162,8,327-368,30+,AGNSC.191628327-3683403A
3403,3403B,AGN,SC.19,Colonia,Criminales (Juicios),162,8,327-368,30+,AGNSC.191628327-3683403B
3404,3404A,AGN,SC.19,Colonia,Criminales (Juicios),162,9,369-393,4-30,AGNSC.191629369-3933404A
3405,3405A,AGN,SC.19,Colonia,Criminales (Juicios),162,10,394-457,30+,AGNSC.1916210394-4573405A
3405,3405B,AGN,SC.19,Colonia,Criminales (Juicios),162,10,394-457,30+,AGNSC.1916210394-4573405B
3406,3406A,AGN,SC.19,Colonia,Criminales (Juicios),162,10,394-457,30+,AGNSC.1916210394-4573406A
3407,3407A,AGN,SC.19,Colonia,Criminales (Juicios),162,11,458-544,30+,AGNSC.1916211458-5443407A
3407,3407B,AGN,SC.19,Colonia,Criminales (Juicios),181,4,301-314,4-30,AGNSC.191814301-3143407B
3408,3408A,AGN,SC.19,Colonia,Criminales (Juicios),162,12,545-574,4-30,AGNSC.1916212545-5743408A
3409,3409A,AGN,SC.19,Colonia,Criminales (Juicios),162,13,575-616,30+,AGNSC.1916213575-6163409A
3410,3410A,AGN,SC.19,Colonia,Criminales (Juicios),162,14,617-708,30+,AGNSC.1916214617-7083410A
3410,3410B,AGN,SC.19,Colonia,Criminales (Juicios),162,14,617-708,30+,AGNSC.1916214617-7083410B
3411,3411A,AGN,SC.19,Colonia,Criminales (Juicios),162,15,709-741,30+,AGNSC.1916215709-7413411A
3411,3411B,AGN,SC.19,Colonia,Criminales (Juicios),162,15,709-741,30+,AGNSC.1916215709-7413411B
3412,3412A,AGN,SC.19,Colonia,Criminales (Juicios),162,16,742-774,30+,AGNSC.1916216742-7743412A
3413,3413A,AGN,SC.19,Colonia,Criminales (Juicios),162,17,775-803,4-30,AGNSC.1916217775-8033413A
3414,3414A,AGN,SC.19,Colonia,Criminales (Juicios),162,18,804-899,30+,AGNSC.1916218804-8993414A
3415,3415A,AGN,SC.19,Colonia,Criminales (Juicios),162,19,900-907,4-30,AGNSC.1916219900-9073415A
3415,3415B,AGN,SC.19,Colonia,Criminales (Juicios),162,19,900-907,4-30,AGNSC.1916219900-9073415B
3416,3416A,AGN,SC.19,Colonia,Criminales (Juicios),162,20,908-975,30+,AGNSC.1916220908-9753416A
3416,3416B,AGN,SC.19,Colonia,Criminales (Juicios),162,20,908-975,30+,AGNSC.1916220908-9753416B
3417,3417A,AGN,SC.19,Colonia,Criminales (Juicios),162,21,976-990,4-30,AGNSC.1916221976-9903417A
3418,3418A,AGN,SC.19,Colonia,Criminales (Juicios),162,22,991-994,1-3,AGNSC.1916222991-9943418A
3419,3419A,AGN,SC.19,Colonia,Criminales (Juicios),162,23,995-999,4-30,AGNSC.1916223995-9993419A
3420,3420A,AGN,SC.19,Colonia,Criminales (Juicios),163,1,1-182,30+,AGNSC.1916311-1823420A
3420,3420B,AGN,SC.19,Colonia,Criminales (Juicios),163,1,1-182,30+,AGNSC.1916311-1823420B
3421,3421A,AGN,SC.19,Colonia,Criminales (Juicios),163,2,183-189,4-30,AGNSC.191632183-1893421A
3421,3421B,AGN,SC.19,Colonia,Criminales (Juicios),163,2,183-189,4-30,AGNSC.191632183-1893421B
3421,3421C,AGN,SC.19,Colonia,Criminales (Juicios),163,2,183-189,4-30,AGNSC.191632183-1893421C
3422,3422A,AGN,SC.19,Colonia,Criminales (Juicios),163,3,190-194,30+,AGNSC.191633190-1943422A
3422,3422B,AGN,SC.19,Colonia,Criminales (Juicios),83,7,241-275,30+,AGNSC.19837241-2753422B
3423,3423A,AGN,SC.19,Colonia,Criminales (Juicios),163,4,195,1-3,AGNSC.1916341953423A
3424,3424A,AGN,SC.19,Colonia,Criminales (Juicios),163,5,196-205,4-30,AGNSC.191635196-2053424A
3425,3425A,AGN,SC.19,Colonia,Criminales (Juicios),163,7,233-268,30+,AGNSC.191637233-2683425A
3426,3426A,AGN,SC.19,Colonia,Criminales (Juicios),163,8,269-311,30+,AGNSC.191638269-3113426A
3427,3427A,AGN,SC.19,Colonia,Criminales (Juicios),163,9,312-357,30+,AGNSC.191639312-3573427A
