ID_Caso,TipoProceso,MujeresMencionadas,FechaInicial,Fecha_Final
2014,Proceso judicial criminal identificable,,1780,1780
2015,Proceso judicial criminal identificable,,1802,1802
2016,Proceso judicial criminal identificable,1,1801,1801
2017,Proceso judicial criminal identificable,1,1807,1807
2018,Proceso judicial criminal identificable,1,1632,1632
2019,Proceso judicial criminal identificable,,1585,1585
2020,Proceso judicial criminal identificable,,1585,1593
2021,Proceso judicial criminal identificable,1,1798,1798
2022,Proceso judicial criminal identificable,,1633,1633
2023,Proceso judicial criminal identificable,,1654,1654
2024,Proceso judicial criminal identificable,,1602,1602
2025,Proceso judicial criminal identificable,,1580,1580
2026,Proceso judicial criminal identificable,,1573,1573
2027,Proceso judicial criminal identificable,,1806,1806
2028,Proceso judicial criminal identificable,,1809,1809
2029,Proceso judicial criminal identificable,1,1806,1806
2030,Proceso judicial criminal identificable,,1659,1659
2031,Proceso judicial criminal identificable,,1750,1750
2032,Proceso judicial criminal identificable,,1646,1646
2033,Proceso judicial criminal identificable,,1799,1799
2034,Proceso judicial criminal identificable,,1798,1798
2035,Proceso judicial criminal identificable,,1655,1655
2036,Proceso judicial criminal identificable,,1597,1597
2037,Proceso judicial criminal identificable,,1685,1685
2038,Proceso judicial criminal identificable,,1771,1771
2039,Proceso judicial criminal identificable,,1646,1646
2040,Proceso judicial criminal identificable,,1806,1806
2041,Proceso judicial criminal identificable,1,1642,1642
2042,Proceso judicial criminal identificable,,1741,1741
2043,Proceso judicial criminal identificable,,1695,1695
2044,Proceso judicial criminal identificable,1,1604,1604
2045,Proceso judicial criminal identificable,1,1806,1806
2046,Proceso judicial criminal identificable,,1655,1655
2047,Proceso judicial criminal identificable,,1779,1779
2048,Proceso judicial criminal identificable,,1802,1802
2049,Proceso judicial criminal identificable,1,1748,1748
2050,Proceso judicial criminal identificable,,1751,1751
2051,Proceso judicial criminal identificable,1,1763,1763
2052,Proceso judicial criminal identificable,,1796,1796
2053,Proceso judicial criminal identificable,,1618,1618
2054,Proceso judicial criminal identificable,,1634,1634
2055,Proceso judicial criminal identificable,,1581,1581
2056,Proceso judicial criminal identificable,,1755,1755
2057,Proceso judicial criminal identificable,1,1726,1726
2058,Proceso judicial criminal identificable,,1610,1610
2059,Proceso judicial criminal identificable,1,1633,1633
2060,Proceso judicial criminal identificable,1,1630,1630
2061,No es un proceso penal con delito identificable,,1741,1741
2062,Proceso judicial criminal identificable,,1752,1752
2063,Proceso judicial criminal identificable,,1666,1666
2064,No es un proceso penal con delito identificable,,1728,1728
2065,Proceso judicial criminal identificable,,1799,1799
2066,Proceso judicial criminal identificable,,1624,1624
2067,Proceso judicial criminal identificable,,1764,1764
2068,Proceso judicial criminal identificable,1,1622,1622
2069,Proceso judicial criminal identificable,,1768,1768
2070,Proceso judicial criminal identificable,,1609,1609
2071,Proceso judicial criminal identificable,,1774,1774
2072,Proceso judicial criminal identificable,,1759,1759
2073,Proceso judicial criminal identificable,1,1810,1810
2074,Proceso judicial criminal identificable,,1573,1573
2075,Proceso judicial criminal identificable,1,1803,1803
2076,Proceso judicial criminal identificable,,1619,1619
2077,Proceso judicial criminal identificable,,1803,1803
2078,No es un proceso penal con delito identificable,,1803,1803
2079,Proceso judicial criminal identificable,,1564,1564
2080,Proceso judicial criminal identificable,1,1801,1801
2081,Proceso judicial criminal identificable,,1804,1804
2082,Proceso judicial criminal identificable,,1698,1698
2083,Proceso judicial criminal identificable,1,1798,1798
2084,Proceso judicial criminal identificable,1,1591,1591
2085,Proceso judicial criminal identificable,1,1631,1631
2086,Proceso judicial criminal identificable,,1636,1636
2087,Proceso judicial criminal identificable,,1708,1708
2088,Proceso judicial criminal identificable,,1723,1723
2089,Proceso judicial criminal identificable,,1777,1777
2090,Proceso judicial criminal identificable,1,1799,1799
2091,Proceso judicial criminal identificable,,1801,1801
2092,Proceso judicial criminal identificable,,1805,1805
2093,Proceso judicial criminal identificable,1,1799,1799
2094,No es un proceso penal con delito identificable,,1804,1804
2095,Proceso judicial criminal identificable,1,1718,1718
2096,Proceso judicial criminal identificable,,1569,1569
2097,Proceso judicial criminal identificable,1,1618,1618
2098,Proceso judicial criminal identificable,,1553,1553
2099,Proceso judicial criminal identificable,,1615,1615
2100,Proceso judicial criminal identificable,,1755,1755
2101,Proceso judicial criminal identificable,,1563,1563
2102,Proceso judicial criminal identificable,,1804,1804
2103,Proceso judicial criminal identificable,,1563,1563
2104,Proceso judicial criminal identificable,,1808,1808
2105,Proceso judicial criminal identificable,1,1775,1775
2106,Proceso judicial criminal identificable,,1807,1807
2107,Proceso judicial criminal identificable,,1574,1574
2108,Proceso judicial criminal identificable,,1574,1574
2109,Proceso judicial criminal identificable,,1561,1561
2110,No es un proceso penal con delito identificable,,1778,1778
2111,Proceso judicial criminal identificable,1,1782,1782
2112,Proceso judicial criminal identificable,,1808,1808
2113,Proceso judicial criminal identificable,,1608,1608
2114,Proceso judicial criminal identificable,1,1791,1791
2115,Proceso judicial criminal identificable,1,1776,1776
2116,Proceso judicial criminal identificable,,1803,1803
2117,Proceso judicial criminal identificable,,1796,1796
2118,Proceso judicial criminal identificable,1,1802,1802
2119,Proceso judicial criminal identificable,,1718,1718
2120,Proceso judicial criminal identificable,,1801,1801
2121,Proceso judicial criminal identificable,,1762,1762
2122,Proceso judicial criminal identificable,,1809,1809
2123,Proceso judicial criminal identificable,1,1781,1781
2124,Proceso judicial criminal identificable,1,1727,1727
2125,Proceso judicial criminal identificable,1,1609,1609
2126,Proceso judicial criminal identificable,1,1803,1803
2127,Proceso judicial criminal identificable,1,1635,1635
2128,Proceso judicial criminal identificable,1,1805,1805
2129,Proceso judicial criminal identificable,1,1642,1642
2130,No es un proceso penal con delito identificable,,1808,1808
2131,Proceso judicial criminal identificable,,1780,1780
2132,Proceso judicial criminal identificable,1,1787,1787
2133,Proceso judicial criminal identificable,,1589,1589
2134,Proceso judicial criminal identificable,,1790,1790
2135,Proceso judicial criminal identificable,,1783,1783
2136,Proceso judicial criminal identificable,,1798,1798
2137,Proceso judicial criminal identificable,,1642,1642
2138,Proceso judicial criminal identificable,,1601,1601
2139,Proceso judicial criminal identificable,,1645,1645
2140,Proceso judicial criminal identificable,,1774,1774
2141,Proceso judicial criminal identificable,,1604,1604
2142,Proceso judicial criminal identificable,,1793,1793
2143,Proceso judicial criminal identificable,1,1804,1804
2144,Proceso judicial criminal identificable,,1558,1558
2145,Proceso judicial criminal identificable,,1723,1723
2146,Proceso judicial criminal identificable,,1724,1724
2147,Proceso judicial criminal identificable,,1722,1722
2148,Proceso judicial criminal identificable,,1700,1700
2149,Proceso judicial criminal identificable,,1790,1790
2150,Proceso judicial criminal identificable,1,1691,1691
2151,Proceso judicial criminal identificable,1,1618,1618
2152,Proceso judicial criminal identificable,,1802,1802
2153,No es un proceso penal con delito identificable,,1767,1767
2154,No es un proceso penal con delito identificable,,1766,1766
2155,Proceso judicial criminal identificable,,1765,1765
2156,Proceso judicial criminal identificable,,1753,1753
2157,No es un proceso penal con delito identificable,,1804,1804
2158,No es un proceso penal con delito identificable,,1793,1793
2159,Proceso judicial criminal identificable,,1590,1590
2160,Proceso judicial criminal identificable,,1627,1627
2161,Proceso judicial criminal identificable,,1804,1804
2162,Proceso judicial criminal identificable,1,1633,1633
2163,Proceso judicial criminal identificable,,1580,1580
2164,Proceso judicial criminal identificable,,1793,1793
2165,Proceso judicial criminal identificable,,1648,1648
2166,Proceso judicial criminal identificable,,1762,1762
2167,Proceso judicial criminal identificable,,1762,1762
2168,Proceso judicial criminal identificable,,1762,1762
2169,Proceso judicial criminal identificable,,1808,1808
2170,Proceso judicial criminal identificable,1,1793,1793
2171,Proceso judicial criminal identificable,,1793,1793
2172,Proceso judicial criminal identificable,,1752,1752
2173,No es un proceso penal con delito identificable,,1801,1801
2174,Proceso judicial criminal identificable,,1701,1701
2175,Proceso judicial criminal identificable,1,1687,1687
2176,Proceso judicial criminal identificable,,1625,1625
2177,Proceso judicial criminal identificable,1,1807,1807
2178,Proceso judicial criminal identificable,,1750,1750
2179,Proceso judicial criminal identificable,,1631,1631
2180,Proceso judicial criminal identificable,,1784,1784
2181,Proceso judicial criminal identificable,1,1567,1567
2182,Proceso judicial criminal identificable,,1797,1797
2183,Proceso judicial criminal identificable,,1794,1794
2184,No es un proceso penal con delito identificable,,1802,1802
2185,Proceso judicial criminal identificable,,1671,1671
2186,Proceso judicial criminal identificable,,1578,1578
2187,Proceso judicial criminal identificable,,1789,1789
2188,Proceso judicial criminal identificable,1,1809,1809
2189,Proceso judicial criminal identificable,,1805,1805
2190,Proceso judicial criminal identificable,1,1612,1612
2191,Proceso judicial criminal identificable,,1780,1780
2192,Proceso judicial criminal identificable,,1800,1800
2193,Proceso judicial criminal identificable,,1806,1806
2194,Proceso judicial criminal identificable,,1806,1806
2195,No es un proceso penal con delito identificable,,1622,1622
2196,Proceso judicial criminal identificable,1,1801,1801
2197,Proceso judicial criminal identificable,1,1758,1758
2198,Proceso judicial criminal identificable,,1801,1801
2199,No es un proceso penal con delito identificable,,1774,1774
2200,Proceso judicial criminal identificable,,1584,1584
2201,No es un proceso penal con delito identificable,,1592,1592
2202,Proceso judicial criminal identificable,,1784,1784
2203,Proceso judicial criminal identificable,,1604,1604
2204,Proceso judicial criminal identificable,,1620,1620
2205,Proceso judicial criminal identificable,,1628,1628
2206,Proceso judicial criminal identificable,,1671,1671
2207,No es un proceso penal con delito identificable,,1763,1763
2208,No es un proceso penal con delito identificable,,1664,1664
2209,No es un proceso penal con delito identificable,,1671,1671
2210,Proceso judicial criminal identificable,,1671,1671
2211,Proceso judicial criminal identificable,,1722,1722
2212,Proceso judicial criminal identificable,,1580,1580
2213,Proceso judicial criminal identificable,,1807,1807
2214,Proceso judicial criminal identificable,1,1802,1802
2215,Proceso judicial criminal identificable,,1799,1799
2216,Proceso judicial criminal identificable,,1798,1798
2217,Proceso judicial criminal identificable,1,1587,1587
2218,Proceso judicial criminal identificable,,1791,1791
2219,Proceso judicial criminal identificable,,1790,1790
2220,Proceso judicial criminal identificable,1,1805,1805
2221,Proceso judicial criminal identificable,,1623,1623
2222,Proceso judicial criminal identificable,,1763,1763
2223,Proceso judicial criminal identificable,,1758,1759
2224,Proceso judicial criminal identificable,,1557,1557
2225,Proceso judicial criminal identificable,,1729,1729
2226,Proceso judicial criminal identificable,,1754,1754
2227,Proceso judicial criminal identificable,1,1722,1722
2228,Proceso judicial criminal identificable,1,1740,1740
2229,Proceso judicial criminal identificable,1,1660,1660
2230,Proceso judicial criminal identificable,1,1799,1800
2231,Proceso judicial criminal identificable,,1802,1802
2232,Proceso judicial criminal identificable,,1622,1622
2233,No es un proceso penal con delito identificable,,1801,1801
2234,Proceso judicial criminal identificable,1,1719,1719
2235,Proceso judicial criminal identificable,1,1760,1760
2236,Proceso judicial criminal identificable,,1653,1653
2237,Proceso judicial criminal identificable,,1806,1806
2238,Proceso judicial criminal identificable,,1796,1796
2239,Proceso judicial criminal identificable,1,1766,1766
2240,Proceso judicial criminal identificable,1,1607,1607
2241,Proceso judicial criminal identificable,,1699,1699
2242,No es un proceso penal con delito identificable,,1770,1770
2243,Proceso judicial criminal identificable,,1808,1808
2244,Proceso judicial criminal identificable,,1603,1603
2245,Proceso judicial criminal identificable,1,1626,1626
2246,Proceso judicial criminal identificable,,1629,1629
2247,Proceso judicial criminal identificable,,1693,1693
2248,Proceso judicial criminal identificable,,1571,1571
2249,Proceso judicial criminal identificable,1,1801,1801
2250,Proceso judicial criminal identificable,1,1613,1613
2251,Proceso judicial criminal identificable,,1758,1758
2252,Proceso judicial criminal identificable,,1763,1763
2253,Proceso judicial criminal identificable,,1606,1606
2254,Proceso judicial criminal identificable,1,1803,1803
2255,Proceso judicial criminal identificable,1,1750,1750
2256,No es un proceso penal con delito identificable,,1769,1769
2257,Proceso judicial criminal identificable,,1582,1582
2258,Proceso judicial criminal identificable,1,1577,1578
2259,Proceso judicial criminal identificable,,1781,1781
2260,Proceso judicial criminal identificable,,1806,1807
2261,Proceso judicial criminal identificable,,1778,1778
2262,No es un proceso penal con delito identificable,,1809,1809
2263,Proceso judicial criminal identificable,,1809,1809
2264,Proceso judicial criminal identificable,,1753,1753
2265,Proceso judicial criminal identificable,1,1626,1626
2266,Proceso judicial criminal identificable,,1807,1807
2267,No es un proceso penal con delito identificable,,1629,1629
2268,Proceso judicial criminal identificable,,1628,1628
2269,Proceso judicial criminal identificable,1,1807,1807
2270,No es un proceso penal con delito identificable,,1792,1792
2271,Proceso judicial criminal identificable,,1558,1558
2272,Proceso judicial criminal identificable,,1806,1806
2273,Proceso judicial criminal identificable,,1650,1650
2274,Proceso judicial criminal identificable,1,1612,1612
2275,Proceso judicial criminal identificable,1,1627,1627
2276,Proceso judicial criminal identificable,,1612,1612
2277,Proceso judicial criminal identificable,,1649,1649
2278,Proceso judicial criminal identificable,,1616,1616
2279,Proceso judicial criminal identificable,,1799,1799
2280,Proceso judicial criminal identificable,,1808,1808
2281,Proceso judicial criminal identificable,,1612,1612
2282,Proceso judicial criminal identificable,1,1571,1571
2283,Proceso judicial criminal identificable,,1791,1791
2284,Proceso judicial criminal identificable,,1800,1800
2285,No es un proceso penal con delito identificable,,1787,1787
2286,No es un proceso penal con delito identificable,,1774,1774
2287,No es un proceso penal con delito identificable,,1795,1795
2288,Proceso judicial criminal identificable,,1752,1752
2289,Proceso judicial criminal identificable,1,1761,1761
2290,No es un proceso penal con delito identificable,,1765,1765
2291,Proceso judicial criminal identificable,,1765,1765
2292,Proceso judicial criminal identificable,1,1769,1769
2293,Proceso judicial criminal identificable,1,1750,1750
2294,Proceso judicial criminal identificable,,1800,1801
2295,No es un proceso penal con delito identificable,,1776,1776
2296,No es un proceso penal con delito identificable,,1801,1801
2297,No es un proceso penal con delito identificable,,1766,1766
2298,Proceso judicial criminal identificable,,1772,1772
2299,No es un proceso penal con delito identificable,,1771,1771
2300,Proceso judicial criminal identificable,,1786,1786
2301,Proceso judicial criminal identificable,,1807,1807
2302,Proceso judicial criminal identificable,,1786,1786
2303,Proceso judicial criminal identificable,,1786,1786
2304,Proceso judicial criminal identificable,,1803,1804
2305,No es un proceso penal con delito identificable,,1758,1758
2306,Proceso judicial criminal identificable,1,1749,1749
2307,Proceso judicial criminal identificable,,1785,1785
2308,Proceso judicial criminal identificable,,1797,1797
2309,Proceso judicial criminal identificable,,null,null
2310,Proceso judicial criminal identificable,,1800,1800
2311,Proceso judicial criminal identificable,,1802,1802
2312,Proceso judicial criminal identificable,,1803,1803
2313,Proceso judicial criminal identificable,,1804,1804
2314,Proceso judicial criminal identificable,,1772,1772
2315,Proceso judicial criminal identificable,,1742,1742
2316,Proceso judicial criminal identificable,,1626,1626
2317,No es un proceso penal con delito identificable,,1662,1662
2318,No es un proceso penal con delito identificable,,1664,1664
2319,No es un proceso penal con delito identificable,,1671,1671
2320,No es un proceso penal con delito identificable,,1662,1662
2321,Proceso judicial criminal identificable,,1662,1662
2322,No es un proceso penal con delito identificable,,1662,1662
2323,No es un proceso penal con delito identificable,,1671,1671
2324,No es un proceso penal con delito identificable,,1671,1671
2325,No es un proceso penal con delito identificable,,1671,1671
2326,No es un proceso penal con delito identificable,,1671,1671
2327,No es un proceso penal con delito identificable,,1671,1671
2328,No es un proceso penal con delito identificable,,1665,1665
2329,No es un proceso penal con delito identificable,,1672,1672
2330,No es un proceso penal con delito identificable,,1670,1670
2331,No es un proceso penal con delito identificable,,1804,1804
2332,Proceso judicial criminal identificable,,1775,1775
2333,Proceso judicial criminal identificable,,1804,1804
2334,Proceso judicial criminal identificable,,1585,1585
2335,Proceso judicial criminal identificable,,1630,1630
2336,Proceso judicial criminal identificable,,1712,1712
2337,No es un proceso penal con delito identificable,,1806,1806
2338,Proceso judicial criminal identificable,1,1628,1628
2339,Proceso judicial criminal identificable,,null,null
2340,Proceso judicial criminal identificable,,1785,1785
2341,Proceso judicial criminal identificable,,1773,1773
2342,Proceso judicial criminal identificable,,1767,1772
2343,Proceso judicial criminal identificable,,1687,1687
2344,No es un proceso penal con delito identificable,,1790,1790
2345,Proceso judicial criminal identificable,,1755,1755
2346,Proceso judicial criminal identificable,,1610,1610
2347,No es un proceso penal con delito identificable,,1783,1783
2348,Proceso judicial criminal identificable,1,1636,1636
2349,Proceso judicial criminal identificable,,1609,1609
2350,Proceso judicial criminal identificable,,1617,1617
2351,Proceso judicial criminal identificable,,1791,1791
2352,No es un proceso penal con delito identificable,,1804,1804
2353,Proceso judicial criminal identificable,1,1629,1629
2354,Proceso judicial criminal identificable,,1775,1775
2355,No es un proceso penal con delito identificable,,1807,1807
2356,No es un proceso penal con delito identificable,,1794,1794
2357,Proceso judicial criminal identificable,,1780,1780
2358,Proceso judicial criminal identificable,,1802,1802
2359,Proceso judicial criminal identificable,,1804,1804
2360,Proceso judicial criminal identificable,,1757,1757
2361,Proceso judicial criminal identificable,,1747,1747
2362,Proceso judicial criminal identificable,,1806,1807
2363,Proceso judicial criminal identificable,,1807,1809
2364,Proceso judicial criminal identificable,,1758,1758
2365,Proceso judicial criminal identificable,,1782,1782
2366,Proceso judicial criminal identificable,,1716,1716
2367,Proceso judicial criminal identificable,1,1798,1798
2368,Proceso judicial criminal identificable,,1806,1806
2369,Proceso judicial criminal identificable,1,1756,1756
2370,Proceso judicial criminal identificable,1,1806,1806
2371,Proceso judicial criminal identificable,,1636,1636
2372,Proceso judicial criminal identificable,,1769,1769
2373,Proceso judicial criminal identificable,,1675,1675
2374,Proceso judicial criminal identificable,,1803,1803
2375,Proceso judicial criminal identificable,,1806,1806
2376,Proceso judicial criminal identificable,,1808,1808
2377,Proceso judicial criminal identificable,,1805,1805
2378,Proceso judicial criminal identificable,,1802,1802
2379,Proceso judicial criminal identificable,,1804,1804
2380,Proceso judicial criminal identificable,,1802,1803
2381,Proceso judicial criminal identificable,1,1684,1684
2382,Proceso judicial criminal identificable,,1804,1804
2383,Proceso judicial criminal identificable,,1793,1807
2384,Proceso judicial criminal identificable,,1619,1619
2385,No es un proceso penal con delito identificable,,1798,1798
2386,Proceso judicial criminal identificable,,1562,1562
2387,Proceso judicial criminal identificable,1,1806,1806
2388,No es un proceso penal con delito identificable,,1726,1726
2389,Proceso judicial criminal identificable,,1808,1808
2390,Proceso judicial criminal identificable,1,1808,1808
2391,Proceso judicial criminal identificable,,1809,1809
2392,Proceso judicial criminal identificable,,1802,1802
2393,Proceso judicial criminal identificable,,1808,1808
2394,Proceso judicial criminal identificable,,1808,1808
2395,Proceso judicial criminal identificable,,1801,1801
2396,Proceso judicial criminal identificable,1,1806,1806
2397,Proceso judicial criminal identificable,,1793,1793
2398,Proceso judicial criminal identificable,1,1653,1653
2399,Proceso judicial criminal identificable,1,1805,1805
2400,Proceso judicial criminal identificable,1,1803,1803
2401,Proceso judicial criminal identificable,1,1809,1809
2402,Proceso judicial criminal identificable,,1800,1800
2403,Proceso judicial criminal identificable,,1768,1768
2404,Proceso judicial criminal identificable,1,1793,1793
2405,Proceso judicial criminal identificable,,1803,1803
2406,Proceso judicial criminal identificable,1,1773,1773
2407,Proceso judicial criminal identificable,,1809,1809
2408,Proceso judicial criminal identificable,1,1781,1781
2409,Proceso judicial criminal identificable,,1806,1806
2410,Proceso judicial criminal identificable,,1805,1805
2411,Proceso judicial criminal identificable,,1799,1799
2412,Proceso judicial criminal identificable,1,1776,1776
2413,No es un proceso penal con delito identificable,,1794,1794
2414,Proceso judicial criminal identificable,1,1794,1794
2415,Proceso judicial criminal identificable,,1800,1800
2416,No es un proceso penal con delito identificable,,1789,1789
2417,Proceso judicial criminal identificable,,1797,1797
2418,Proceso judicial criminal identificable,,1737,1737
2419,Proceso judicial criminal identificable,,1746,1746
2420,Proceso judicial criminal identificable,,1803,1803
2421,Proceso judicial criminal identificable,,1807,1807
2422,Proceso judicial criminal identificable,,1802,1804
2423,Proceso judicial criminal identificable,1,1595,1595
2424,Proceso judicial criminal identificable,,1765,1765
2425,Proceso judicial criminal identificable,,1747,1747
2426,Proceso judicial criminal identificable,,1803,1803
2427,Proceso judicial criminal identificable,,1800,1800
2428,Proceso judicial criminal identificable,,1805,1805
2429,Proceso judicial criminal identificable,1,1565,1565
2430,Proceso judicial criminal identificable,,1802,1802
2431,Proceso judicial criminal identificable,,1675,1675
2432,Proceso judicial criminal identificable,,1774,1774
2433,Proceso judicial criminal identificable,1,1771,1771
2434,Proceso judicial criminal identificable,,1743,1743
2435,Proceso judicial criminal identificable,,1791,1791
2436,Proceso judicial criminal identificable,,1791,1791
2437,Proceso judicial criminal identificable,,1714,1714
2438,No es un proceso penal con delito identificable,,1687,1687
2439,Proceso judicial criminal identificable,,1788,1794
2440,Proceso judicial criminal identificable,,1800,1800
2441,Proceso judicial criminal identificable,,1803,1803
2442,Proceso judicial criminal identificable,,1790,1790
2443,Proceso judicial criminal identificable,,1799,1799
2444,Proceso judicial criminal identificable,,1802,1802
2445,No es un proceso penal con delito identificable,,1802,1802
2446,Proceso judicial criminal identificable,,1742,1742
2447,Proceso judicial criminal identificable,,1718,1718
2448,Proceso judicial criminal identificable,,1808,1808
2449,Proceso judicial criminal identificable,,1777,1777
2450,Proceso judicial criminal identificable,,1805,1805
2451,No es un proceso penal con delito identificable,,1793,1793
2452,Proceso judicial criminal identificable,,1807,1807
2453,Proceso judicial criminal identificable,1,1793,1793
2454,Proceso judicial criminal identificable,1,1807,1807
2455,Proceso judicial criminal identificable,,1804,1804
2456,Proceso judicial criminal identificable,,1578,1578
2457,Proceso judicial criminal identificable,,1627,1627
2458,Proceso judicial criminal identificable,,1803,1803
2459,Proceso judicial criminal identificable,1,1792,1792
2460,Proceso judicial criminal identificable,,1788,1788
2461,No es un proceso penal con delito identificable,,1803,1803
2462,No es un proceso penal con delito identificable,,1777,1777
2463,Proceso judicial criminal identificable,1,1790,1790
2464,Proceso judicial criminal identificable,1,1791,1791
2465,No es un proceso penal con delito identificable,,1787,1787
2466,No es un proceso penal con delito identificable,,1774,1774
2467,No es un proceso penal con delito identificable,,1776,1776
2468,No es un proceso penal con delito identificable,,1743,1743
2469,No es un proceso penal con delito identificable,,1773,1773
2470,No es un proceso penal con delito identificable,,1777,1777
2471,No es un proceso penal con delito identificable,,1743,1743
2472,Proceso judicial criminal identificable,,1798,1799
2473,Proceso judicial criminal identificable,1,1804,1804
2474,Proceso judicial criminal identificable,1,1762,1772
2475,Proceso judicial criminal identificable,,1786,1786
2476,Proceso judicial criminal identificable,,1803,1803
2477,Proceso judicial criminal identificable,,1754,1754
2478,Proceso judicial criminal identificable,,1802,1802
2479,Proceso judicial criminal identificable,1,1807,1807
2480,Proceso judicial criminal identificable,,1801,1801
2481,Proceso judicial criminal identificable,1,1600,1600
2482,Proceso judicial criminal identificable,,1752,1752
2483,Proceso judicial criminal identificable,,1788,1788
2484,Proceso judicial criminal identificable,1,1725,1725
2485,Proceso judicial criminal identificable,,1755,1755
2486,Proceso judicial criminal identificable,1,1802,1802
2487,No es un proceso penal con delito identificable,,1760,1760
2488,Proceso judicial criminal identificable,,1768,1768
2489,Proceso judicial criminal identificable,,1780,1780
2490,Proceso judicial criminal identificable,1,1804,1804
2491,Proceso judicial criminal identificable,1,1797,1797
2492,Proceso judicial criminal identificable,,1772,1772
2493,Proceso judicial criminal identificable,,1744,1744
2494,Proceso judicial criminal identificable,,1804,1804
2495,Proceso judicial criminal identificable,,1803,1803
2496,Proceso judicial criminal identificable,,1770,1770
2497,No es un proceso penal con delito identificable,,1804,1804
2498,Proceso judicial criminal identificable,1,1798,1798
2499,Proceso judicial criminal identificable,,1802,1802
2500,Proceso judicial criminal identificable,,1623,1623
2501,Proceso judicial criminal identificable,1,1623,1623
2502,No es un proceso penal con delito identificable,,1777,1777
2503,Proceso judicial criminal identificable,,1789,1789
2504,No es un proceso penal con delito identificable,,1792,1792
2505,No es un proceso penal con delito identificable,,1774,1774
2506,Proceso judicial criminal identificable,1,1777,1777
2507,Proceso judicial criminal identificable,,1785,1785
2508,Proceso judicial criminal identificable,,1762,1762
2509,Proceso judicial criminal identificable,,1800,1802
2510,Proceso judicial criminal identificable,,1805,1805
2511,Proceso judicial criminal identificable,,1792,1792
2512,Proceso judicial criminal identificable,,1807,1807
2513,Proceso judicial criminal identificable,1,1802,1802
2514,Proceso judicial criminal identificable,,1797,1798
2515,Proceso judicial criminal identificable,,1593,1593
2516,Proceso judicial criminal identificable,,1758,1758
2517,Proceso judicial criminal identificable,,1619,1619
2518,No es un proceso penal con delito identificable,,1577,1577
2519,Proceso judicial criminal identificable,,1595,1595
2520,Proceso judicial criminal identificable,,1793,1793
2521,Proceso judicial criminal identificable,1,1633,1633
2522,Proceso judicial criminal identificable,1,1633,1633
2523,Proceso judicial criminal identificable,1,1633,1633
2524,Proceso judicial criminal identificable,,1711,1711
2525,Proceso judicial criminal identificable,1,1807,1807
2526,No es un proceso penal con delito identificable,,1792,1792
2527,Proceso judicial criminal identificable,,1774,1774
2528,Proceso judicial criminal identificable,,1803,1803
2529,No es un proceso penal con delito identificable,,1795,1795
2530,Proceso judicial criminal identificable,,1592,1592
2531,Proceso judicial criminal identificable,,1769,1772
2532,Proceso judicial criminal identificable,,1731,1731
2533,Proceso judicial criminal identificable,,1585,1585
2534,Proceso judicial criminal identificable,,1767,1775
2535,Proceso judicial criminal identificable,1,1800,1800
2536,Proceso judicial criminal identificable,,1802,1802
2537,Proceso judicial criminal identificable,,1795,1795
2538,Proceso judicial criminal identificable,,1787,1787
2539,No es un proceso penal con delito identificable,,1803,1803
2540,Proceso judicial criminal identificable,,1788,1789
2541,Proceso judicial criminal identificable,,1564,1564
2542,Proceso judicial criminal identificable,1,1628,1628
2543,Proceso judicial criminal identificable,,1606,1606
2544,No es un proceso penal con delito identificable,,1803,1803
2545,Proceso judicial criminal identificable,,1768,1768
2546,No es un proceso penal con delito identificable,,1762,1762
2547,Proceso judicial criminal identificable,,1630,1630
2548,Proceso judicial criminal identificable,,1805,1805
2549,Proceso judicial criminal identificable,,1753,1753
2550,Proceso judicial criminal identificable,,1580,1589
2551,No es un proceso penal con delito identificable,,null,null
2552,Proceso judicial criminal identificable,1,1667,1667
2553,Proceso judicial criminal identificable,1,1667,1667
2554,Proceso judicial criminal identificable,,1764,1764
2555,Proceso judicial criminal identificable,,1768,1768
2556,Proceso judicial criminal identificable,,1589,1589
2557,Proceso judicial criminal identificable,1,1760,1760
2558,Proceso judicial criminal identificable,1,1801,1801
2559,No es un proceso penal con delito identificable,,1789,1789
2560,Proceso judicial criminal identificable,,1791,1794
2561,No es un proceso penal con delito identificable,,1772,1772
2562,Proceso judicial criminal identificable,,1590,1590
2563,No es un proceso penal con delito identificable,,1590,1590
2564,Proceso judicial criminal identificable,,1786,1786
2565,Proceso judicial criminal identificable,1,1737,1737
2566,Proceso judicial criminal identificable,,1802,1802
2567,Proceso judicial criminal identificable,1,1804,1804
2568,Proceso judicial criminal identificable,,1806,1806
2569,Proceso judicial criminal identificable,,1796,1796
2570,Proceso judicial criminal identificable,,1803,1803
2571,Proceso judicial criminal identificable,,1806,1806
2572,Proceso judicial criminal identificable,,1805,1806
2573,Proceso judicial criminal identificable,,1756,1756
2574,Proceso judicial criminal identificable,,1792,1792
2575,No es un proceso penal con delito identificable,,1774,1774
2576,No es un proceso penal con delito identificable,,1774,1774
2577,No es un proceso penal con delito identificable,,1774,1774
2578,Proceso judicial criminal identificable,,1800,1800
2579,No es un proceso penal con delito identificable,,1809,1809
2580,Proceso judicial criminal identificable,,1766,1766
2581,Proceso judicial criminal identificable,,1700,1700
2582,Proceso judicial criminal identificable,1,1772,1772
2583,Proceso judicial criminal identificable,,1694,1694
2584,No es un proceso penal con delito identificable,,1744,1744
2585,No es un proceso penal con delito identificable,,1744,1744
