ID_Caso,ID_Crímen,Descripción
153,153A,"Juicio seguido a José López, por **injurias **a José Joaquín Zapata y Porras, Procurador de la Real Audiencia."
154,154A,"Causa seguida a Santiago González, María Francisca Salgado y otros, por **hurto **de ganado mayor"
155,155A,"Causa criminal seguida a Juan Ignacio de Vargas y José Antonio de Amaya por las **heridas **causadas a Tomás Pachecho, que le ocasionaron la muerte"
155,155B,"Causa criminal seguida a Juan Ignacio de Vargas y José Antonio de Amaya por las heridas causadas a Tomás Pachecho, que **le ocasionaron la muerte**"
156,156A,"Causa seguida a Juan José de Rojas, por **desodediencia **y ataques a la autoridad, al ser capturado en Cumaral, como prófugo y deudor a la Real Hacienda"
156,156B,"Causa seguida a Juan José de Rojas, por desodediencia y **ataques **a la autoridad, al ser capturado en Cumaral, como prófugo y deudor a la Real Hacienda"
156,156C,"Causa seguida a Juan José de Rojas, por desodediencia y ataques a la autoridad, al ser capturado en Cumaral, como **prófugo **y deudor a la Real Hacienda"
156,156D,"Causa seguida a Juan José de Rojas, por desodediencia y ataques a la autoridad, al ser capturado en Cumaral, como prófugo y **deudor **a la Real Hacienda"
157,157A,Causa seguida por **concubinato **con Carmela Arango a Patricio Uribe
158,158A,"Juicio seguido a Carlos de Vera y Alonso Bravo, alcaldes de Mariquita, por mutuas **ofensas**, escándalos y otros hechos punibles"
158,158B,"Juicio seguido a Carlos de Vera y **Alonso Bravo**, alcaldes de Mariquita, por mutuas ofensas, **escándalos **y otros hechos punibles"
158,158C,"Juicio seguido a Carlos de Vera y Alonso Bravo, alcaldes de Mariquita, por mutuas ofensas, escándalos y **otros hechos punibles**"
159,159A,"Causa seguida a María Varona, por **heridas **a Francisco Hernández"
160,160A,"Causa seguida por el alcalde de Puente Real a Salvador Manuel Beltrán y Olarte, por **heridas y maltratos** a María Teresa Castillo"
161,161A,Juicio seguido a unos **tahures **y multa que se les impuso.
162,162A,"Demanda por **injurias**, de Vicente Rojas contra Ignacio de Herrera"
163,163A,"Causa criminal a José de las Alas, por **violación **de la impúber Luisa García, su hija de Juan Bernal"
164,164A,"Denuncio por **ultrajes de obra** iniciado por Francisco Barriga, contra Andrés de Herrera y otros sujetos de Pacho, a quienes se les siguió causa criminal por **heridas**"
165,165A,Juicio seguido a Antonio Leal por vivir **amancebados **y dando mal ejemplo con Isabel Ruíz
166,166A,"Demanda de Agustina de Silva contra Catalina González, por **pendencia**."
167,167A,"**Nota **remisoria de unos expedientes sobre causas criminales , suscrita por Miguel Casas Buenas, Alcalde de Guaduas"
167,167B,"Nota remisoria de unos expedientes sobre **causas **criminales , suscrita por Miguel Casas Buenas, Alcalde de Guaduas"
168,168A,"Notas sobre la remisión de Fernando Casallas; y su sumario, por **hurto **de ganado mayor, suscrita por el Alcalde de San Juan de la Vega."
168,168B,"**Notas **sobre la remisión de Fernando Casallas; y su sumario, por hurto de ganado mayor, suscrita por el Alcalde de San Juan de la Vega."
169,169A,"Sumario de José Antonio Rodríguez, quien **dio muerte** a Antonio Rodriguez en el barrio de San Victorino"
170,170A,"Acción judicial de Catalina de Castro y Bolaños con el fín de **averiguar el destino de los bienes de** Javier de Neira, y Getrudis Rigueiros"
171,171A,"Causa seguida a Francisco Villarraga, por **heridas **a Casimiro Mariño"
172,172A,"Causa seguida a Blas Quevedo, por **tener casa de juegos** en la Calle Real"
173,173A,"Demanda de Jerónimo Bocanjel contra Alonso Ruíz, por **robo **de mercancías"
174,174A,"Demanda por **hurto **intentada por Juan (Indio arriero), contra Magdalena (india)"
175,175A,"**Consulta **formulada por el diputado del Puente del Común, sobre la validez de la condena de unos reos hecha por los alcaldes de Chía y Cajicá"
175,175B,"Consulta formulada por el diputado del Puente del Común, sobre la validez de la **condena de unos reos** hecha por los alcaldes de Chía y Cajicá"
176,176A,"El Escribano de Cámara, Martín Sáenz del Pontón, se refiere a la tasación de unos derechos en la causa seguida por **homicidio **a Luis de Acuña"
177,177A,"**Se oponen los vecinos** de Anapoima **al nombramiento** de Pedro Rojas para alcalde, debido a los vejámenes que de este recibieron"
178,178A,"Denuncio de María Petronina Vasallo Calvo, dado en la Palma, contra José Galindo, presunto **homicida **de una esclava, llamada Josefa"
179,179A,"María de la Cuesta, de Somondoco, se querella criminalmente de Ignario Roa, por haber dado dos **puñaladas **a un hijo de ella"
180,180A,"Demanda por **injurias**, María Josefa Valdés contra Rafael e Calderón e Isabel Lorión, su mujer"
181,181A,"Juan José Narciso Maldonado, Corregidor de Bosa, demanda por **injurias **y desacato a su autoridad, a José Bastidas"
181,181B,"Juan José Narciso Maldonado, Corregidor de Bosa, demanda por injurias y **desacato **a su autoridad, a José Bastidas"
182,182A,"Causa por **hurtos**, seguida a Jacinta esclava de Catalina de la Parra, quien le hizo la defensa."
183,183A,Oficios sobre **remisión de reos** de Santafé a Cartagena
183,183B,Oficios sobre remisión de **reos **de Santafé a Cartagena
184,184A,Cristóbal de Villegas se querella criminalmente contra Pedro de Rivera por haber este **intentado darle muerte**
185,185A,"Demanda **por un candado**, de Francisco Barriga y Bartolomé Gómez Nieto, mercader, contra Pedro Ruíz"
186,186A,"Causa seguida a Francisca Maltuenda, por **heridas **causadas a Matías de Arce"
186,186B,"Demanda de Francisca de Maluenda contra Matías de Arce, carpintero, por **injurias y ataques de obra**."
187,187A,**Petición sobre su excarcelación** suscrita por Juan Ropero de Cubides
187,187B,Petición sobre su **excarcelación **suscrita por Juan Ropero de Cubides
188,188A,"Juan Jiménez residente en Zipaquirá, demanda por **injurias **a Miguel de Esguerra, Alonso Valero y Juan de Penagos"
189,189A,Causa seguida a Juan Suárez de Orejuela por **heridas **causadas a Ana González
190,190A,Juicio seguido por **riña **a Jacinto Nieto Guerrero y Diego Domínguez de Urrea.
191,191A,"Denuncio de Francisco Velásquez contra Nicolás de Sepúlveda, Luis de Salas y otros, por el **incendio **de los bohíos y corrales en la hacienda de Tibitó, propiedad del denunciante"
192,192A,**Oficio de la Real Audiencia** contra Martín de Agurto y Gonzalo Velásquez de Porras
192,192B,**Oficio de la Real Audiencia** **contra **Martín de Agurto y Gonzalo Velásquez de Porras
193,193A,Francisco Trujillo **solicita su excarcelación**. Dice que no sabe la causa de su prisión
193,193B,Francisco Trujillo solicita su **excarcelación**. Dice que no sabe la causa de su prisión
194,194A,"José Joaquín Ortíz se queja del Alcalde de Guaduas, por sus **arbitrariedades** y percusión con el querellante"
194,194B,"José Joaquín Ortíz se queja del Alcalde de Guaduas, por sus arbitrariedades y **percusión **con el querellante"
195,195A,"Causa criminal seguida a Francisca Páez y María Rivera, por escalamiento y** robo** en la tienda de Narciso Santander, situada en la calle Florián."
195,195B,"Causa criminal seguida a Francisca Páez y María Rivera, por **escalamiento **y robo en la tienda de Narciso Santander, situada en la calle Florián."
196,196A,"**Causa seguida a Fermín Vargas por heridas que le infirió a Tomás Chiquito en Zipaquirá (A),** e indulto que solicita el indio José Raimundo, preso en la cárcel de la misma población (B)"
197,197A,"Causa seguida a Fermín Vargas por heridas que le infirió a Tomás Chiquito en Zipaquirá (A), **e indulto que solicita el indio José Raimundo, preso en la cárcel de la misma población (B)**"
197,197B,"Causa seguida a Fermín Vargas por heridas que le infirió a Tomás Chiquito en Zipaquirá (A), **e indulto que solicita el indio José Raimundo, preso en la cárcel de la misma población (B)**"
198,198A,"Causa por el **homicidio **de Francisco Camacho, seguida en San Juan de la Vega a Miguel Medellín"
199,199A,"Juicio por **hurto **de varios objetos del convento de Santo Domingo, seguido a José María Pinzón y Antonio Rico, su cómplice."
200,200A,"Juicio seguido a Juan Díaz de Espinosa, para repatriarle a España, por **ser casado en Sevilla**."
201,201A,Causa seguida a Antonio Gómez por **ultrajes de palabra** y obra inferidos a Alonso de Sanmiguel
201,201B,Causa seguida a Antonio Gómez por **ultrajes **de palabra y **obra **inferidos a Alonso de Sanmiguel
202,202A,"Causa por **hurto**, seguida a Alonso de Carvajal, Juan Pérez Mejía y Gabriel Pérez."
203,203A,"Juicio seguido a Francisco Sarmiento, por **maltratos **a Francisca García."
204,204A,"Auto dictado por la Real Audiencia, sobre la devolución de **unos sumarios por hurtos**"
205,205A,"Memorial** **de María Gracia, sobre **indemnización** que debía pagarle Salvador Cifuentes"
205,205B,"**Memorial **de María Gracia, sobre indemnización que debía pagarle Salvador Cifuentes"
206,206A,"Petición de Catalina Reinoso, sobre castigo de Juan de Villarraga, **seductor, y violador** de la hija de la peticionaria"
206,206B,"**Petición **de Catalina Reinoso, sobre castigo de Juan de Villarraga, seductor, y violador de la hija de la peticionaria"
207,207A,"Sumario instruido a Nepomuceno Herrera, por **heridas **causadas a Manuel Núñez de Balboa, en el atrio de San Juan de Dios"
208,208A,"Sumario que se le instruyó a Marcos Callejas, por **haberle roto una pierna **al clérigo Francisco José Moreno"
209,209A,"**Petición **de Tomás de Mahecha, **sobre el matrimonio** de su hija Josefa"
210,210A,"Demanda de Pedro de Rivera contra Gabriel Gómez, por **ultrajes **a la consorte del primero."
211,211A,Instrucción sumaria sobre la **riña **que tuvieron Manuel Benítez y Juan Nepomuceno Melo.
212,212A,"Juicio seguido a Juan Nepomuceno Buenaventura de Ugarte, por **injurias **al Oidor Andrés Portocarrero"
213,213A,**Petición de traslado **del procurador de pobres a favor de Ignacio Caiceo para que se le llevara al hospital
213,213B,Petición de traslado del procurador de pobres** a favor de Ignacio Caiceo **para que se le llevara al hospital
214,214A,"Juicio seguido a José María Páez y Francisco de Amaya, por **riña **y heridas que causaron"
214,214B,"Juicio seguido a José María Páez y Francisco de Amaya, por riña y **heridas **que causaron"
215,215A,"**Informe **de Manuel Venegas al Virrey, sobre las desavenencias de los Tobares de Guasca con Eusebio Ramírez, cura del lugar"
216,216A,"Causa seguida a Francisco Usechi, por **heridas y contusiones** hechas a María de Torres"
217,217A,"Juicio que se le siguió a José Hernández y María de la Cruz, por **amancebamiento**"
218,218A,Causa seguida a Jacinto Martín por **heridas **que le infirió a Francisca de Herrera y vivir en mal estado con Juana Garzón
218,218B,Causa seguida a Jacinto Martín por heridas que le infirió a Francisca de Herrera y** vivir en mal **estado con Juana Garzón
219,219A,"Sumario por **homicidio**, instruido a Juan Platero, quien dio muerte a Tomás Ruíz, hijo de Pedro García Ruíz"
220,220A,"Juicio seguido a Francisco de Quintana, en virtud de denuncio dado contra él por Fermín Dionisio Amado, por **excesos **y varios otros actos punibles."
220,220B,"Juicio seguido a Francisco de Quintana, en virtud de denuncio dado contra él por Fermín Dionisio Amado, por excesos y **varios otros actos punibles**."
221,221A,"Juicio seguido a Juan de Orgáz y Benito de Castro, por **riña **en la cárcel con Antonio Machado"
221,221B,"Juicio seguido a Juan de Orgáz y Benito de Castro, por riña **en la cárcel** con Antonio Machado"
222,222A,"Juicio seguido por **robo **de unas bestias mulares en Paipa, a José Antonio Garzón."
223,223A,"Juicio seguido a José Antonio, por **andar de noche vestido de mujer**"
224,224A,"Demanda de Jacinto de Castro contra José Antonio Galindo, por haberle inferido éste **ultrajes de palabra** y de obra a él y a su consorte, Marcelina Benavides"
224,224B,"Demanda de Jacinto de Castro contra José Antonio Galindo, por haberle inferido éste** ultrajes de** palabra y de **obra **a él y a su consorte, Marcelina Benavides"
225,225A,"Demanda por** ultrajes de obra**, de Mateo Gutiérrez de la Oliva contra Pedro Clavijo Mariño."
226,226A,Causa seguida a Juan de Melo por el **homicidio **de Antonio de Briviescas
227,227A,"Demanda por **ultrajes de obra **y palabra, seguida por Pedro Rodríguez contra Antonio Fernández"
227,227B,"Demanda por **ultrajes de** obra y **palabra**, seguida por Pedro Rodríguez contra Antonio Fernández"
228,228A,Sumario por **hurtos **instruído en Tunja a Juan Agustín Martínez
229,229A,"Demanda de Antonio Gómez de Acosta contra Martín de Riscaya, quien se **alzó con unos caudales de la compañía comercial que tuvieron **en Valledupar."
230,230A,"Demanda de Tomasa Galeano, por **atropellos **en su casa, contra Carlos J de Andrade y cómplices"
231,231A,"Juicio que se les siguió a Cristóbal Bautista Quijada y Pedro Mariño de Rivera, por **duelo **que tuvieron a espada."
232,232A,"Causa seguida a José Antonio Morales y cómplices, por **hurto **de varios objetos a la familia de Manuel Pardo."
233,233A,"Causa seguida y José Barbosa, por **irrespetos **a las justicias de Muzo."
234,234A,"Causa seguida a Melchor Díaz por **tentativa de asesinato**, contra Andrés Martín"
235,235A,"Denuncio de Pedro de Aguirre contra Jorge Rueda, por **adulterio **de éste con Rita Gómez, esposa del primero"
236,236A,"Sumario instruido a Luciano Rivera, por **sevicia y malos tratamientos **dados a una mujer, Juana María Ramírez; a ésta se le atribuyó adulterio con Juan Tomás Otálora"
236,236B,"Sumario instruido a Luciano Rivera, por sevicia y malos tratamientos dados a una mujer, Juana María Ramírez; a ésta se le atribuyó **adulterio **con Juan Tomás Otálora"
236,236C,"Querella de Luciano Rivera **contra el alcalde** de Sasaima, **por haberle sumariado y atribuirle el delito** anotado en el respectivo expediente"
237,237A,Instrucción sumaria sobre la **riña **de Lucas de Rueda con Tomás y José María Rojas y Miguel malo
238,238A,"Sumario instruido por el alcalde de Guaduas a Felipa Galeano, por **concubinato **y adulterio"
238,238B,"Sumario instruido por el alcalde de Guaduas a Felipa Galeano, por concubinato y **adulterio**"
