ID_Caso,ID_Crímen,Descripción
2201,2201A,"Petición de Juan de Meneses, Escribano Público de Cartagena, de **una provisión que le garantizara el respeto en las funciones se su cargo.**"
2202,2202A,"Causa seguida por el alcalde de Zipaquirá, a Pedro de Baena, por **cuatrero**."
2203,2203A,"Causa seguida a Eustacio de Rojas y Hernando Ortíz de Bilbao, encargadores de la Casa Real de Fundición, por el **incendio** de ésta."
2204,2204A,"Causa seguida a Juan Vaca Moscoso, por haber juzgado con **palabras ofensivas** la mensura de unas tierras, practicada por el Oidor Juan Villabona Cubiarre."
2205,2205A,"Juicio seguido a Cristóbal Gallegos de Gatica, por **desacatos** al cobrador de impuestos en las minas de las Lajas."
2206,2206A,"Causa seguida a Andrés Alvarez de Castello, por **desfalcos de erario**."
2207,2207A,"**Cuentas** **de la mortuoria** de Francisco de los Ríos Velasco, funcionario de manejo de Honda."
2208,2208A,"Miguel de Mena Loyola, Encomendero de Ubaté, **rinde cuenta **de su encomienda."
2209,2209A,Vista fiscal sobre **Real Cédula** de indulto.
2209,2209B,Vista fiscal sobre Real Cédula de **indulto**.
2210,2210A,"Probanzas de Fray Lucas de Villaveces, en cuasa del cura de Cuitiva con el fiscal, por unos **estipendios**."
2211,2211A,"Real Provisión, sobre los **motines** de los vecinos de Mompós, contra José Francisco de Madrigal, teniente general de dicha ciudad."
2211,2211B,"**Real Provisión**, sobre los motines de los vecinos de Mompós, contra José Francisco de Madrigal, teniente general de dicha ciudad."
2212,2212A,"Causa seguida a Juan de Moya, por **desacatos** a las justicias de ciudad de Antioquia."
2213,2213A,"Causa seguida a Andrés Salazar y José María Delgado, por hacer **moneda falsa.**"
2214,2214A,"Sumario instruido, por José Rodríguez Obeso, Alcalde de Medellín, a José María Pimienta, por el **asesinato** de Juana Alvarez, hija de Diego Alvarez, denunciante del hecho."
2215,2215A,"Juicio seguido a Francisco Galeano y José Domingo Correal, por **robo** de ganado."
2216,2216A,"Causa seguida a Juan Silvestre Castañeda, por el **homicidio** de José Jiménez"
2217,2217A,"Juicio seguido a Hernando Alonso, por **ser casado en España**, y querer contraer nuevo matrimonio."
2217,2217B,"Juicio seguido a Hernando Alonso, por ser casado en España, y **querer contraer nuevo matrimonio.**"
2218,2218A,"Causa seguida a Ramón Espinosa, por Leonardo Cobo, Juez del Banco, por **negarse a hacer unas obras de herrería **para la cárcel."
2219,2219A,"Demanda de Clemente González Bustamante contra Joaquín de Licht, por **injurias**."
2220,2220A,"Juan Bautista Jiménez, denuncia como resposable de la **muerte** de su mujer, en un parto, a Juliana Losada."
2221,2221A,"Juicio seguido a Juan de Guevara y Alonso de Villafañe, por **riña** que tuvieron en la plaza de San Francisco."
2222,2222A,"Causa seguida, por **cuatrero**, a Francisco Delgado."
2223,2223A,"Demanda de Francisco Cortés, puesta ante Pedro de la Bárcena, Corregidor de Ubaté, contra Miguel Angel, por haberle **vendido harina mezclada con arena**, y contra el mencionado funcionario, por demora en resolver la demanda y por injurias."
2223,2223B,"Demanda de Francisco Cortés, puesta ante Pedro de la Bárcena, Corregidor de Ubaté, contra Miguel Angel, por haberle vendido harina mezclada con arena, y contra el mencionado funcionario, por demora en resolver la demanda y por **injurias**."
2223,2223C,"Demanda de Francisco Cortés, puesta ante Pedro de la Bárcena, Corregidor de Ubaté, contra Miguel Angel, por haberle vendido harina mezclada con arena, y contra el mencionado funcionario, por **demora en resolver la demanda** y por injurias."
2223,2223D,"Demanda de Francisco Cortés contra Miguel Angel, molinero, quien le devolvió en harina mezclada con arena, el trigo que le entregó para la molienda."
2224,2224A,"Causa seguida a Juan de Cubillana, por haberle **quitado dos indias** al licenciado Montaño, Oidor, y cohabitado con ellas."
2224,2224B,"Causa seguida a Juan de Cubillana, por haberle **quitado dos indias** al licenciado Montaño, Oidor, y cohabitado con ellas."
2224,2224C,"Causa seguida a Juan de Cubillana, por haberle quitado dos indias al licenciado Montaño, Oidor, y **cohabitado **con ellas."
2225,2225A,"Causa seguida a Pablo Parrado, por el **homicido** de Pedro Pardo, en Chipaque."
2226,2226A,"Causa seguida a Santiago Mosso, por **cuatrero**."
2227,2227A,"Causa seguida a Domingo de Mena, por **adulterio**, y en virtud de denuncio de Alejandro García."
2228,2228A,"Juicio seguido a Tomás Gordillo, por **ultrajes de obra** a Casilda Muñoz."
2229,2229A,"Juicio seguido a Catalina de Alviz, en virtud de demanda de Juan de Olaya, sobrino de Felipa Osorio de Paz, y su único heredero; de haber aquella presentado **testigos de ser hija natural** de la dicha Felipa."
2230,2230A,"Demanda por **ultrajes de obra**, de Rosa López contra María de la Luz Herrera, y juicio que ésta se siguió por ello."
2230,2230B,"**Real Provisión** dada por Carlos IV de España, en San Idelfonso el 6 de septiembre de 1800, sobre una demanda por injurias de Rosa López contra María de la Luz Herrera"
2231,2231A,"Juicio de separación conyugal, de Luis José de Borja y Gertrudis Candia, y demanda de ella contra él, por las** costas del juicio.**"
2231,2231B,"Juicio de **separación conyugal**, de Luis José de Borja y Gertrudis Candia, y demanda de ella contra él, por las costas del juicio."
2232,2232A,"Juicio seguido a Juan de Castro y Andrés de Cervantes, por **riña** que tuvieron."
2233,2233A,"Memorial de María Gertrudis Cuellar, para que se le **trasladase de la cárcel al hospital.**"
2233,2233B,"**Memorial **de María Gertrudis Cuellar, para que se le trasladase de la cárcel al hospital."
2234,2234A,"Causa seguida a Cristóbal Mauregui y Galeano, por **rapto** de una doncella llamada Isabel, del hogar de Ignacio Roa y Francisca de Rojas."
2235,2235A,"Memoriales de Hermenegildo Verganzo, solicitando el sumario que él instruyo al Corregidor de Chocontá, por presunto **concubinato **con una mujer casada."
2235,2235B,"Memoriales de Hermenegildo Verganzo, solicitando el sumario que él instruyo al Corregidor de Chocontá, por presunto **concubinato con una mujer casada**."
2235,2235C,"Memoriales de Hermenegildo Verganzo, **solicitando el sumario** que él instruyo al Corregidor de Chocontá, por presunto concubinato con una mujer casada."
2236,2236A,"Causa seguida a Diego Martín de Rivera, por haber **herido** a Mateo Ortíz."
2237,2237A,"Sumario instruido por Gabriel Zabaleta, alcalde de la Mesa, a Pablo Crisóstomo García, por **robos** **en esa población** y en Anolaima. (1)"
2237,2237B,"Sumario instruido por Gabriel Zabaleta, alcalde de la Mesa, a Pablo Crisóstomo García, por **robos **en esa población y **en Anolaima. (2)**"
2238,2238A,"Causa seguida a Isidro Diez, por haber **herido** a Bernardo Herrera, en el puente Lesmes."
2239,2239A,"Sumario instruido por José Manuel Rodríguez, Alcalde de Bituima, a Dionisio Enciso, por **incesto** con una hermana de Estefanía Gutiérrez, su consorte, por irrepetos a la autoridad y otros delitos."
2239,2239B,"Sumario instruido por José Manuel Rodríguez, Alcalde de Bituima, a Dionisio Enciso, por incesto con una hermana de Estefanía Gutiérrez, **su consorte**, por irrepetos a la autoridad y otros delitos."
2239,2239C,"Sumario instruido por José Manuel Rodríguez, Alcalde de Bituima, a Dionisio Enciso, por incesto con una hermana de Estefanía Gutiérrez, su consorte, por **irrepetos** a la autoridad y otros delitos."
2239,2239D,"Sumario instruido por José Manuel Rodríguez, Alcalde de Bituima, a Dionisio Enciso, por incesto con una hermana de Estefanía Gutiérrez, su consorte, por irrepetos a la autoridad y **otros delitos.**"
2240,2240A,"Causa seguida a Diego Alemán, por **estupro** de María Rodríguez, sirvienta de Luis Tafur Valenzuela denunciante del hecho."
2241,2241A,"Juicio seguido a Domingo Martínez y Francisco Prieto, por **riña** a espada que tuvieron en la Calle Real, de la cual salió herido el primero."
2241,2241B,"Juicio seguido a Domingo Martínez y Francisco Prieto, por riña a espada que tuvieron en la Calle Real, de la cual salió **herido** el primero."
2242,2242A,"José María Riaño, Alcalde de Ubaté, consulta sobre el **sumario **instruido a Juan Antonio Ovalle, a quien remitió a Zipaquirá, y el corregidor de ésta lo devolvió, por faltar en el informativo requisitos legales."
2243,2243A,"Sumario instruido por Juan Hernández, alcalde de Usaquén y Suba, a José Gregorio Vanegas, por **irrespetos **al mismo alcalde."
2244,2244A,"Demanda de Pedro Rodríguez contra Pedro Fernández, por **agresiones de obra** que ésta le infirio."
2245,2245A,"Causa seguida a María de Santana, por **amancebamiento **con un religioso de San Agustín, y comercio sexual con otros."
2245,2245B,"Causa seguida a María de Santana, por amancebamiento con un religioso de San Agustín, y **comercio sexual** con otros."
2246,2246A,"Denuncio de Simón López de Callejas, contra dos chapetones (cuyos nombres ignoró) que **asaltaron **su casa y lo agredieron."
2246,2246B,"Denuncio de Simón López de Callejas, contra dos chapetones (cuyos nombres ignoró) que asaltaron su casa y lo **agredieron**."
2247,2247A,"Juicio seguido a Carlos de Rojas y Eugenio de Castañeda, por **agresiones **al alcalde, Nicolás de Morales."
2248,2248A,"Investigación que ordeno el Presidente Venero de Leiva, sobre **la pérdida de un cofre** con caudales de Juan Maldonado, en el camino de Cáqueza."
2249,2249A,"Causa seguida a María Jacinta Torres, por haber dado tres **puñaladas **a María Melchora González."
2250,2250A,Juicio seguido a Juan de Magallanes y María de Alegría (la viuda alegre) por vivir **amancebados**.
2250,2250B,Juicio seguido a Juan de Magallanes y María de Alegría (la **viuda alegre**) por vivir amancebados.
2251,2251A,"Sumario instruido a Juan José Chaves y Eduardo Rodríguez, por **cuatreros**."
2252,2252A,"Juicio seguido a Ignacio Pabón, por haber **golpeado **a Sebastián Bermúdez."
2253,2253A,"Causa seguida a Miguel Jerónimo, por **amenazar de muerte** a Pedro Vásquez, y por injuriar a Diego Ferrer, Alguacíl, cuando lo conducía a la cárcel."
2253,2253B,"Causa seguida a Miguel Jerónimo, por amenazar de muerte a Pedro Vásquez, y por **injuriar **a Diego Ferrer, Alguacíl, cuando lo conducía a la cárcel."
2254,2254A,"Causa seguida a Casimiro Vanegas, soldado, y a María Eufrasia Morales, por el **homicidio **de María Gabriela Vega."
2254,2254B,"Causa seguida a Juana María Eufrasia Morales y Mojica, por haber dado muerte a Gabriela Venegas, a dos cuadras de la iglesia se Santa Barbara."
2255,2255A,"Sumario instruido por Gabriel Montero de Espínola, alcalde de Bituima, a Fabiana Gordillo, por el **homicidio **de Eugenio López, ejecutado en el sitio de Santa Catalina."
2256,2256A,"Acuerdo de la Real Audiencia, sobre **remisión de reos** de Santafé a Cartagena. Enumeración de ellos y sus respectivas causas."
2256,2256B,"**Acuerdo **de la Real Audiencia, sobre remisión de reos de Santafé a Cartagena. Enumeración de ellos y sus respectivas causas."
2256,2256C,"Acuerdo de la Real Audiencia, sobre remisión de **reos **de Santafé a Cartagena. Enumeración de ellos y sus respectivas causas."
2257,2257A,"Demanda de María Gutiérrez contra Lope de Obregón, por **injurias**."
2258,2258A,"Indagatorias tomadas por las justicias de Ibagué y Tocaima, en averiguación del autor o autores de los **libelos infamatorios,** fijados en esas dos poblaciones, contra el Capitán Francisco del Pulgar y Catalina de Mora, su consorte, y causa que se siguió a Pedro de Medina, Baltazar Sarmiento y otros, a quienes se señaló como responsables."
2258,2258B,"Causa seguida a Pedro Madero, Diego de Medina, Diego Rodríguez y otros, por los libelos infamatorios que en Tocaima, Mariquita e Ibagué, escribieron contra el capitán Francisco de Pulgar."
2258,2258C,"Demanda de Francisco de Pulgar y Catalina de Mora, su suegra, contra Isabel de Bocanegra, Jerónimo de Quiñones, Diego de Medina y Baltazar Sarmiento, por libelos infamatorios que les pusieron."
2259,2259A,"Proceso de Pablo Diaz, Rafael Ramírez, Pedro Millán, Marcos Quijano y demás **simpatizadores del movimiento de los comuneros.**"
2259,2259B,"**Memorial **del cabildo de Girón, en relación con la revolución de los comuneros."
2260,2260A,"Juicio seguido a Manuel Moreno y Domingo Cubillos, por **robo**."
2260,2260B,"Manuel Moreno, **pide **rebaja de pena."
2261,2261A,"Demanda de Manuel Revilla, por **injurias**, contra Ignacio de Alvarez, y juicio que éste se siguió."
2262,2262A,Relación de una **visita de cárcel.**
2263,2263A,"Memorial de Rafael Lesmes, encausado por **homicidio**, pidiendo su traslado al hospital."
2263,2263B,"Memorial de Rafael Lesmes, encausado por homicidio, pidiendo su **traslado al hospital.**"
2264,2264A,"Causa seguida a Francisco Riveros, por **cuatrero**."
2265,2265A,"Juicio seguido a Juan de Manjarrés, por **concubinato **con una mujer **casada **-se omite el nombre de ésta-."
2265,2265B,"Juicio seguido a Juan de Manjarrés, por **concubinato **con una mujer casada -se omite el nombre de ésta-."
2266,2266A,"Petición de Isabel de Vargas, sobre la libertad de Joaquín de Lara, su yerno, presunto **ladrón **de un caballo.(Lara se encontraba preso en Manta)."
2266,2266B,"**Petición **de Isabel de Vargas, sobre la libertad de Joaquín de Lara, su yerno, presunto ladrón de un caballo.(Lara se encontraba preso en Manta)."
2267,2267A,"Acuerdo de la Real Audiencia, sobre **traslado **de Francisco Pérez y Antonio de Vera, al presidio de Cartagena."
2267,2267B,"**Acuerdo **de la Real Audiencia, sobre traslado de Francisco Pérez y Antonio de Vera, al presidio de Cartagena."
2267,2267C,"Acuerdo de la Real Audiencia, sobre traslado de **Francisco Pérez y Antonio de Vera**, al presidio de Cartagena."
2268,2268A,"Causa seguida a Hernándo de Aguayo, por **robo **de la sastrería de Francisco de Castro."
2269,2269A,"Copia de la Real Providencia, en la causa seguida a Antonio de la Torre, por **malos tratamientos** a Francisca Abondano."
2269,2269B,"Copia de la **Real Providencia**, en la causa seguida a Antonio de la Torre, por malos tratamientos a Francisca Abondano."
2270,2270A,"Antonio Rodríguez, Alcalde de la Palma, acusa recibo de una Real carta, sobre ratificación de testigos en **causa **seguida a Francisco Vanegas."
2271,2271A,"Sumario instruido por Juan de Sobremazas, Alcalde de Tamalameque, a Diego de Avila, por **homicidio**."
2272,2272A,"Sumario instruido por Laurean González, alcalde de Tenjo, a Patricio Calderón, por **abigeato**."
2273,2273A,"Sumario instruido por el Capitán Martín de Urquijo y Mendoza, Alcalde, a Julián Desantiago, por el **homicidio **de Francisco de Otálora."
2274,2274A,"Causa seguida a Juan Santos y María de las Nieves, por **amancebamiento**."
2275,2275A,"Causa seguida a Juan Jamaica, casado en Serrezuela, por **amancebamiento **con una mulata, llamada Juana."
2276,2276A,"Denuncio del alguacil, Diego Serrano, de haber sorprendido** jugando a los naipes**, en semana Santa, a Juan de Quevedo, Adriano de las Salas y Juan de Ojeda, a quienes se seguió juicio."
2277,2277A,"Causa seguida a Francisco Garnica y Pedro de Castellanos, por **hurtos**, y apelación de la sentencia de azotes que contra ellos se dictó."
2277,2277B,"Causa seguida a Francisco Garnica y Pedro de Castellanos, por hurtos, y **apelación **de la sentencia de azotes que contra ellos se dictó."
2278,2278A,"Juicio seguido a Salvador López y Juan Martín, por **riña **que tuvieron."
2279,2279A,"Sumario instruido por Jorge Tadeo Lozano Manrique, alcalde, y en virtud de denuncio de Josefa Granados y Ana Francisca Burgos, a Juan** **José Segura Franco, Francisco, Miguel, Jose María Penagos y otros varios; sumario por **vagancia**, ratería y otros delitos."
2279,2279B,"Sumario instruido por Jorge Tadeo Lozano Manrique, alcalde, y en virtud de denuncio de Josefa Granados y Ana Francisca Burgos, a Juan** **José Segura Franco, Francisco, Miguel, Jose María Penagos y otros varios; sumario por vagancia, **ratería **y otros delitos."
2279,2279C,"Sumario instruido por Jorge Tadeo Lozano Manrique, alcalde, y en virtud de denuncio de Josefa Granados y Ana Francisca Burgos, a Juan José Segura Franco, Francisco, Miguel, Jose María Penagos y otros varios; sumario por vagancia, ratería y **otros delitos.**"
2280,2280A,"Causa seguida a Félix Lamotta, Feliciano López, Gregorio Cortés y otros, por **robo **de mercancías del almacen de Manuel Francisco Samper, situado en la segunda Calle Real."
2281,2281A,"Causa seguida a Manuel Manrique, Mayordomo de la hacienda de Tocarema, por haber dado de **puñaladas **al doctor Antonio Mateos, médico y cirujano."
2282,2282A,"Causa seguida a Sebastiana de Rivera, Elena y Josefa de Casanova, en virtud de demanda de Luis Calderón del Castillo, consorte de Josefa de Vargas, por** agresiones de obra** en su propia casa, a ella."
2283,2283A,"Juicio seguido a Jacobo Insúa y Pasos, Teniente, guarda mayor, por **desobediencia y desacatos** a algunas autoridades."
2284,2284A,"Exhorto real, en la causa seguida a Laurencio Espinosa, por **homicidio**, robo y otros delitos."
2284,2284B,"Exhorto real, en la causa seguida a Laurencio Espinosa, por homicidio, **robo **y otros delitos."
2284,2284C,"**Exhorto real**, en la causa seguida a Laurencio Espinosa, por homicidio, robo y otros delitos."
2284,2284D,"Exhorto real, en la causa seguida a Laurencio Espinosa, por homicidio, robo y **otros delitos**."
2285,2285A,"**Nota **al Regidor de Honda, inquiriendo por la causa seguida a Juan de Castro, empleado de la renta de tabacos."
2285,2285B,"Nota al Regidor de Honda, inquiriendo por la **causa **seguida a Juan de Castro, empleado de la renta de tabacos."
2286,2286A,Nota sobre la partida de unos soldados que **conducían reos** a Cartagena.
2286,2286B,**Nota **sobre la partida de unos soldados que conducían reos a Cartagena.
2286,2286C,Nota sobre la partida de unos soldados que conducían **reos **a Cartagena.
2287,2287A,Nota sobre **movimiento de champanes** en el puerto de Honda.
2288,2288A,Nota sobre el **alborotador **Juan Francisco León.
2288,2288B,**Nota **sobre el alborotador Juan Francisco León.
2289,2289A,"Nota informando al Virrey, sobre el **desfloramiento **de María de la Rosa Sánchez, por Miguel de Villanueva."
2289,2289B,"**Nota **informando al Virrey, sobre el desfloramiento de María de la Rosa Sánchez, por Miguel de Villanueva."
2290,2290A,Nota sobre captura de **delincuentes **en los templos. Véase documento 13 (folios 231-232)
2290,2290B,**Nota **sobre captura de delincuentes en los templos. Referente al documento 11 (folios 227-228)
2291,2291A,"Nota sobre los **desafueros **de Francisco Javier Queri, Gobernador de Guayaquil."
2291,2291B,"**Nota **sobre los desafueros de Francisco Javier Queri, Gobernador de Guayaquil."
2292,2292A,"Notas sobre la causa de **concubinato**, seguida a Vicente de Bárcena y Bustamante y Felipa Heredia."
2292,2292B,"**Notas **sobre la causa de concubinato, seguida a Vicente de Bárcena y Bustamante y Felipa Heredia."
2293,2293A,"Nota del alcalde de Timamá, informativa sobre la **muerte **dada por Manuela de Cáceres a su **marido**."
2293,2293B,"**Nota **del alcalde de Timamá, informativa sobre la muerte dada por Manuela de Cáceres a su marido."
2294,2294A,"Notas de respuesta al Virrey, sobre la averiguación de los **homicidios **de Francisco Clavijo."
2294,2294B,"**Notas **del gobernador de Popayàn, referentes a la causa por el homicidio de Francisco Clavijo, ejecutado en Túquerres."
2295,2295A,"Nota de Policarpo Fernández al Virrey, sobre orden de éste, de **conducción de reos** a España."
2295,2295B,"**Nota **de Policarpo Fernández al Virrey, sobre orden de éste, de conducción de reos a España."
2295,2295C,"Nota de Policarpo Fernández al Virrey, sobre orden de éste, de conducción de **reos **a España."
2296,2296A,Nota sobre **movimiento de champanes** en Honda y conducción de reos a Cartagena.
2296,2296B,Nota sobre movimiento de champanes en Honda y **conducción de reos** a Cartagena.
2296,2296C,**Nota **sobre movimiento de champanes en Honda y conducción de reos a Cartagena.
2296,2296D,Nota sobre movimiento de champanes en Honda y conducción de **reos **a Cartagena.
2297,2297A,"**Nota **de Respuesta al Virrey, avisándole la libertad de José Antonio Zícero."
2297,2297B,"Nota de Respuesta al Virrey, avisándole la **libertad **de José Antonio Zícero."
2298,2298A,"Nota de Antonio Caro, sobre la querella de Agustín Camacho, motivada por los azotes que le dieron a causa de los **desacatos** inferidos al dicho Caro."
2298,2298B,"Nota de Antonio Caro, sobre la querella de Agustín Camacho, motivada por los **azotes** que le dieron a causa de los desacatos inferidos al dicho Caro."
2298,2298C,"**Nota **de Antonio Caro, sobre la querella de Agustín Camacho, motivada por los azotes que le dieron a causa de los desacatos inferidos al dicho Caro."
2299,2299A,"Memoriales de Pablo de Jesús Mier, preso en la cárcel de Honda, **implorando la benignidad** del Virrey."
2299,2299B,"Memoriales de Pablo de Jesús Mier, **preso **en la cárcel de Honda, implorando la benignidad del Virrey."
2300,2300A,"Demanda de **injurias**, de Santiágo Téllez de Meneses, contra Juan Buenaventura Ortíz."
2301,2301A,"Proceso de Andrés Pérez, Escribano de Ibagué, a quien se sindico de varios **delitos en ejercicio de su empleo** y fuera de él."
2301,2301B,"Proceso de Andrés Pérez, Escribano de Ibagué, a quien se sindico de** varios delitos** en ejercicio de su empleo y fuera de él."
2302,2302A,"Pedro Carracedo, ex-alcalde de Ambalema, apela de la multa que le impuso el gobernador de Mariquita, **por haber reducido a prisión** a Nicolasa Rodríguez."
2302,2302B,"Pedro Carracedo, ex-alcalde de Ambalema, **apela **de la multa que le impuso el gobernador de Mariquita, por haber reducido a prisión a Nicolasa Rodríguez."
2303,2303A,"Causa seguida a Lorenzo Bravo, por **irrespetos **en la iglesia de Ambalema."
2304,2304A,"Proceso de Juan Antonio Ardila, Estéban Briñes, José Dionisio Serrano y demás que integraban la **cuadrilla de malhechores**, por ellos capitaneada."
2304,2304B,"Causa seguida a Juan Estéban Briñes, por **fuga **del presidio de Cartagena."
2305,2305A,"Causa seguida por Diego de Escandón, alcalde de Mariquita, a Javier Jiménez, imputándole **varios delitos**, y recusación que éste hizo del dicho funcionario."
2306,2306A,"Causa seguida a Felipe Vásquez, Juan Ramírez y Teresa Garzón, por el **homicidio **de Salvador Diaz."
2307,2307A,"Demanda de Juan Buenaventura Ortíz, por **injurias**, contra José Antonio Sandoval, y recusación que éste hizo del alcalde de Purificación, en el condominio del juicio."
2307,2307B,"Demanda de Juan Buenaventura Ortíz, por injurias, contra José Antonio Sandoval, y **recusación **que éste hizo del alcalde de Purificación, en el condominio del juicio."
2308,2308A,"Juicio seguido a Fernándo Benjumea, por **cohecho**, en causa criminal seguida a Pablo Rodríguez, indio de Coyaima."
2308,2308B,"Juicio seguido a Fernándo Benjumea, por **cohecho**, en causa criminal seguida a Pablo Rodríguez, indio de Coyaima."
2308,2308C,"Juicio seguido a Fernándo Benjumea, por cohecho, en **causa **criminal seguida a Pablo Rodríguez, indio de Coyaima."
2309,2309A,"Causa seguida a Miguel Muñoz, por el **homicidio **de Tomás de Arce."
2310,2310A,"Juicio seguido a Leonardo Santos, por **injurias **de palabra a Diego Berenguer, factor de tabacos de Ambalema"
2311,2311A,"Causa seguida a Justo del Fierro, por **robo **de ganado y fuga de la prisión."
2311,2311B,"Causa seguida a Justo del Fierro, por robo de ganado y **fuga **de la prisión."
2312,2312A,"Sumario instruido por José Antonio de las Bárcenas, Alcalde de Purificación, a Bernardino Montaña y Juan de Dios Martínez, por robo con **escalamiento **de una casa."
2312,2312B,"Sumario instruido por José Antonio de las Bárcenas, alcalde de Purificación, a Juan de Dios Martínez, por **hurtos**."
2313,2313A,"Juicio seguido a Ventura Munar, por **robo **de unas mulas a Roque Vega y Nicolás Quijano."
2314,2314A,"Manuel José de Usa y Borja, se querella de Agustín de los Barrios, alcalde de Cunday, por **arbitrariedades**."
2315,2315A,"Causa seguida a Jerónimo Lasso, por **cuatrero**."
2316,2316A,"Causa criminal seguida a Juan de Castañeda y Gaspar de Berrío, por **tentativa de homicidio** en la persona de Pedro de Urretavisqui."
2317,2317A,"Memorial del monasterio de la Concepción, **sobre servicio de indígenas** en su hacienda de Soacha."
2318,2318A,"Memorial de María Lucero, **sobre servicio de indígenas** en su hacienda de Turmequé."
2319,2319A,"Memorial de Micaela de Escobar, sobre **pago de servicios** que cobró a José de Rojas, corregidor de Cucunubá."
2320,2320A,Sobre **estipendio de curas** doctrineros.
2321,2321A,"Los Patiño de Haro, en pleito con la Compañía de Jesús, **por tierras** en Tunja."
2322,2322A,"Memorial de Adrián de Cifuentes, sobre **cesión **que le hicieron de dos negros esclavos. Ver a continuación documento 16 (202-203)"
2322,2322B,"Memorial de Adrián de Cifuentes, sobre cesión que le hicieron de dos negros esclavos. Continuación de lo anotado en el documento 7 (folio: 182)"
2323,2323A,"Memorial de José de Gauna, Corregidor de Ubaté, respecto del **pago **de las demoras de los indios del lugar."
2324,2324A,"Memorial de Tomás Mendoza, sobre el **remate de bienes** de Bartolomé Hernández, su suegro."
2325,2325A,"Memorial de Fray Lucas de Villaveces, **sobre unos ornamentos de la iglesia.**"
2326,2326A,"Nota de Antonio de Salazar Falcón, sobre **cobro de impuestos** en Honda."
2327,2327A,Nota sobre **agregación del las encomiendas** de Bosa y Soacha.
2328,2328A,"Diego Cornejo,** reclama sus salarios** por la fijación de los límites de Honda."
2329,2329A,"Nota de Fray Luis del Rincón, **sobre ornamentos** para la iglesia de Ataco."
2330,2330A,El cabildo de Mariquita **pide la suspensión de la visita oficial** de Mateo Ibáñez de Rivera.
2331,2331A,**Nota **remisoria de unos sumarios.
2331,2331B,Nota remisoria de unos **sumarios**.
2332,2332A,"Juana María de Castro, se querella de Fernándo de la Portela, Alcalde de Tocaima, por **atropellos**."
2333,2333A,"Causa seguida a José Bueno, por **robos**."
2334,2334A,"Causa seguida a Francisco de Tapia y Juan Alonso de Santana, **por haber militado en el Perú, con Lope de Aguirre.**"
2335,2335A,"Juicio seguido a Antonio de Leguízamo, por **heridas **causadas a Nicolás de Uriarte."
2336,2336A,"Juicio seguido a Tomás Tepa, cacíque de Bojacá, por **robo**"
2337,2337A,Lista de **reos **con clasificación de sus delitos.
2338,2338A,"Causa seguida a Juan Márquez, por** tentativa de estupro** a Bernardina Villabona, hija de Catalina Villabona."
2339,2339A,"Petición de Manuel Fernández, de amparo a Gaspar y Alonso de Rodas, contra quienes dio una declaración y lo **amenazaron **con guerra a muerte."
2339,2339B,"**Petición **de Manuel Fernández, de amparo a Gaspar y Alonso de Rodas, contra quienes dio una declaración y lo amenazaron con guerra a muerte."
2339,2339C,"Petición de Manuel Fernández, de amparo a Gaspar y Alonso de Rodas, contra quienes **dio una declaración** y lo amenazaron con guerra a muerte."
2340,2340A,"Juicio seguido a Rafael Gómez, por **calumnia e injuria** a Gonzalo José de Hoyos, marqués de Torrehoyos."
2341,2341A,"Causa seguida a Juan de Melo, por haber **injuriado **a Manuel de Avila, alcalde de Guaduas."
2342,2342A,"Causa seguida a Jacinto Montes, en virtud de denuncio de Francisca Valdes, por **Abigeato **y otros delitos."
2342,2342B,"Causa seguida a Jacinto Montes, en virtud de denuncio de Francisca Valdes, por Abigeato y **otros delitos.**"
2342,2342C,"**Nota **de Gabriel Perdomo, alcalde de Neiva, remisoria del sumario instruido a Jacinto Montes."
2343,2343A,"Proceso de Jerónimo Sánchez, a quien Miguel García sindico de la **muerte **de Tomás García, su hijo."
2344,2344A,"**Memoriales **de José María Lozano, sobre la entrega de José Azula, por quien habia dado fianza de cárcel."
2344,2344B,"Memoriales de José María Lozano, sobre la entrega de **José **Azula, por quien habia dado fianza de cárcel."
2345,2345A,"Causa seguida a Estéban Zúñiga, por **ultrajes de palabra** y obra a Domingo Bonifacio Murillo."
2345,2345B,"Causa seguida a Estéban Zúñiga, por **ultrajes de** palabra y **obra **a Domingo Bonifacio Murillo."
2346,2346A,"Causa seguida a Luis de Carmona, por **riña **con Juan de la Cueva."
2347,2347A,"Acuerdo de la Real Audiencia, sobre **remisión de reos **de Santafé a Cartagena."
2347,2347B,"**Acuerdo **de la Real Audiencia, sobre remisión de reos de Santafé a Cartagena."
2347,2347C,"Acuerdo de la Real Audiencia, sobre remisión de **reos **de Santafé a Cartagena."
2348,2348A,"Causa seguida a Juan Ramírez, por **rapto **de una hija a Magdalena de la Torre."
2349,2349A,"Sumario instruido por Damián Triana, alcalde de la Palma, a Hernando Maldonado, por vagancia y **libertinaje**."
2349,2349B,"Sumario instruido por Damián Triana, alcalde de la Palma, a Hernando Maldonado, por **vagancia **y libertinaje."
2350,2350A,"Juicio seguido a Cristóbal Clavijo, por **injurias **al alcalde de Francisco Laverde."
2351,2351A,"Demanda de Benito Blanco, por **injurias**, contra Luis de Agrasot."
2352,2352A,"Juan Neponuceno Silva y Murcia, Corregidor de Ubaté, **contesta los cargos** que ante la justicia superior le formuló Joaquín de Urdaneta."
